Date,Average,Observed Accumulation,Observed Total,Normal Accumulation,ESP 10,ESP 50,ESP 90,ESP 10 (wo Obs),ESP 50 (wo Obs),ESP 90 (wo Obs)
2012-11-13,295,,86.8,,394,190,113,,,
2012-11-14,295,,86.8,,387,189,109,,,
2012-11-15,295,,86.8,,387,178,109,,,
2012-11-16,295,,86.8,,384,174,108,,,
2012-11-17,295,,86.8,,,,,,,
2012-11-18,295,,86.8,,,,,,,
2012-11-19,295,,86.8,,379,170,107,,,
2012-11-20,295,,86.8,,365,171,107,,,
2012-11-21,295,,86.8,,359,169,106,,,
2012-11-22,295,,86.8,,,,,,,
2012-11-23,295,,86.8,,,,,,,
2012-11-24,295,,86.8,,,,,,,
2012-11-25,295,,86.8,,,,,,,
2012-11-26,295,,86.8,,343,160,89.7,,,
2012-11-27,295,,86.8,,334,155,89,,,
2012-11-28,295,,86.8,,334,156,89.5,,,
2012-11-29,295,,86.8,,329,155,88.6,,,
2012-11-30,295,,86.8,,322,155,88.5,,,
2012-12-01,295,,86.8,,305,151,86.8,,,
2012-12-02,295,,86.8,,304,151,86.2,,,
2012-12-03,295,,86.8,,293,151,86.4,,,
2012-12-04,295,,86.8,,272,138,75.4,,,
2012-12-05,295,,86.8,,274,140,77.2,,,
2012-12-06,295,,86.8,,,,,,,
2012-12-07,295,,86.8,,,,,,,
2012-12-08,295,,86.8,,,,,,,
2012-12-09,295,,86.8,,266,123,76.2,,,
2012-12-10,295,,86.8,,264,123,76.6,,,
2012-12-11,295,,86.8,,262,124,76.4,,,
2012-12-12,295,,86.8,,262,124,75.5,,,
2012-12-13,295,,86.8,,260,123,74.9,,,
2012-12-14,295,,86.8,,251,120,75.6,,,
2012-12-15,295,,86.8,,271,133,80.8,,,
2012-12-16,295,,86.8,,287,137,83.6,,,
2012-12-17,295,,86.8,,286,132,84.4,,,
2012-12-18,295,,86.8,,288,130,85,,,
2012-12-19,295,,86.8,,301,138,89.6,,,
2012-12-20,295,,86.8,,306,143,92.4,,,
2012-12-21,295,,86.8,,314,153,100,,,
2012-12-22,295,,86.8,,312,151,96.8,,,
2012-12-23,295,,86.8,,286,142,88,,,
2012-12-24,295,,86.8,,278,142,82.7,,,
2012-12-25,295,,86.8,,281,144,84.3,,,
2012-12-26,295,,86.8,,283,144,83.7,,,
2012-12-27,295,,86.8,,288,149,83.3,,,
2012-12-28,295,,86.8,,290,150,82.8,,,
2012-12-29,295,,86.8,,294,155,87.1,,,
2012-12-30,295,,86.8,,293,153,86.8,,,
2012-12-31,295,,86.8,,306,157,92,,,
2013-01-01,295,,86.8,,310,160,90.8,,,
2013-01-02,295,,86.8,,309,160,90.4,,,
2013-01-03,295,,86.8,,309,160,89.8,,,
2013-01-04,295,,86.8,,308,156,89,,,
2013-01-05,295,,86.8,,304,154,87.9,,,
2013-01-06,295,,86.8,,285,140,79.9,,,
2013-01-07,295,,86.8,,301,145,86.5,,,
2013-01-08,295,,86.8,,285,144,86.2,,,
2013-01-09,295,,86.8,,275,136,84.6,,,
2013-01-10,295,,86.8,,273,131,83.7,,,
2013-01-11,295,,86.8,,253,121,77.9,,,
2013-01-12,295,,86.8,,,,,,,
2013-01-13,295,,86.8,,,,,,,
2013-01-14,295,,86.8,,264,137,88.4,,,
2013-01-15,295,,86.8,,259,135,87.4,,,
2013-01-16,295,,86.8,,255,130,85,,,
2013-01-17,295,,86.8,,249,130,80.5,,,
2013-01-18,295,,86.8,,241,127,72.2,,,
2013-01-19,295,,86.8,,222,126,71.9,,,
2013-01-20,295,,86.8,,216,122,71.8,,,
2013-01-21,295,,86.8,,217,122,71,,,
2013-01-22,295,,86.8,,219,123,71,,,
2013-01-23,295,,86.8,,220,122,69.7,,,
2013-01-24,295,,86.8,,220,121,69.1,,,
2013-01-25,295,,86.8,,218,121,68.7,,,
2013-01-26,295,,86.8,,,,,,,
2013-01-27,295,,86.8,,,,,,,
2013-01-28,295,,86.8,,285,158,90.4,,,
2013-01-29,295,,86.8,,301,173,98.4,,,
2013-01-30,295,,86.8,,299,171,96.3,,,
2013-01-31,295,,86.8,,318,187,106,,,
2013-02-01,295,,86.8,,,,,,,
2013-02-02,295,,86.8,,308,170,99.9,,,
2013-02-03,295,,86.8,,307,170,94.3,,,
2013-02-04,295,,86.8,,312,176,96.9,,,
2013-02-05,295,,86.8,,311,175,95.9,,,
2013-02-06,295,,86.8,,313,174,94.9,,,
2013-02-07,295,,86.8,,314,172,95,,,
2013-02-08,295,,86.8,,311,169,94.4,,,
2013-02-09,295,,86.8,,309,163,93.4,,,
2013-02-10,295,,86.8,,326,174,97.9,,,
2013-02-11,295,,86.8,,349,183,103,,,
2013-02-12,295,,86.8,,353,179,105,,,
2013-02-13,295,,86.8,,346,178,105,,,
2013-02-14,295,,86.8,,322,166,102,,,
2013-02-15,295,,86.8,,324,168,94.9,,,
2013-02-16,295,,86.8,,314,167,94.8,,,
2013-02-17,295,,86.8,,314,161,94.4,,,
2013-02-18,295,,86.8,,300,157,94.6,,,
2013-02-19,295,,86.8,,282,154,93.6,,,
2013-02-20,295,,86.8,,273,152,94.2,,,
2013-02-21,295,,86.8,,279,159,99.2,,,
2013-02-22,295,,86.8,,283,164,99.4,,,
2013-02-23,295,,86.8,,283,166,96.9,,,
2013-02-24,295,,86.8,,286,170,95.8,,,
2013-02-25,295,,86.8,,289,165,93.3,,,
2013-02-26,295,,86.8,,287,160,88.4,,,
2013-02-27,295,,86.8,,287,156,86.5,,,
2013-02-28,295,,86.8,,289,155,86.1,,,
2013-03-01,295,,86.8,,,,,,,
2013-03-02,295,,86.8,,,,,,,
2013-03-03,295,,86.8,,282,148,82.8,,,
2013-03-04,295,,86.8,,284,149,85.2,,,
2013-03-05,295,,86.8,,270,155,86.6,,,
2013-03-06,295,,86.8,,262,149,84.5,,,
2013-03-07,295,,86.8,,260,148,82.9,,,
2013-03-08,295,,86.8,,256,146,81.7,,,
2013-03-09,295,,86.8,,270,158,87.7,,,
2013-03-10,295,,86.8,,270,163,89.9,,,
2013-03-11,295,,86.8,,267,158,90.7,,,
2013-03-12,295,,86.8,,245,149,88.8,,,
2013-03-13,295,,86.8,,236,148,88.8,,,
2013-03-14,295,,86.8,,235,148,88.4,,,
2013-03-15,295,,86.8,,231,148,88,,,
2013-03-16,295,,86.8,,237,154,94.2,,,
2013-03-17,295,,86.8,,233,151,93,,,
2013-03-18,295,,86.8,,237,153,94.9,,,
2013-03-19,295,,86.8,,232,151,93.6,,,
2013-03-20,295,,86.8,,219,151,93.4,,,
2013-03-21,295,,86.8,,,,,,,
2013-03-22,295,,86.8,,,,,,,
2013-03-23,295,,86.8,,,,,,,
2013-03-24,295,,86.8,,209,141,92.5,,,
2013-03-25,295,,86.8,,,,,,,
2013-03-26,295,,86.8,,213,146,99.4,,,
2013-03-27,295,,86.8,,,,,,,
2013-03-28,295,,86.8,,200,135,93.3,,,
2013-03-29,295,,86.8,,201,134,94.4,,,
2013-03-30,295,,86.8,,187,129,94.2,,,
2013-03-31,295,,86.8,,185,124,89.1,,,
2013-04-01,295,,86.8,2.38,184,122,88.7,,,
2013-04-02,295,0.34,86.8,4.76,176,121,85.7,,,
2013-04-03,295,0.6,86.8,7.14,170,119,83.6,,,
2013-04-04,295,0.89,86.8,9.52,167,115,82.9,,,
2013-04-05,295,1.15,86.8,11.9,166,108,81.5,,,
2013-04-06,295,1.38,86.8,14.3,165,106,80.7,,,
2013-04-07,295,1.64,86.8,16.7,166,105,79.2,,,
2013-04-08,295,1.92,86.8,19,164,104,78.9,,,
2013-04-09,295,2.24,86.8,21.4,171,109,82.1,,,
2013-04-10,295,2.59,86.8,23.8,180,116,85.8,,,
2013-04-11,295,2.98,86.8,26.2,182,115,86.1,,,
2013-04-12,295,3.18,86.8,28.6,174,114,86,,,
2013-04-13,295,3.41,86.8,31,171,111,84.8,,,
2013-04-14,295,3.65,86.8,33.3,171,109,82.8,,,
2013-04-15,295,3.94,86.8,35.7,174,112,83.8,,,
2013-04-16,295,4.26,86.8,38.1,171,111,83.3,,,
2013-04-17,295,4.65,86.8,40.5,170,109,81.9,,,
2013-04-18,295,5.07,86.8,42.9,169,110,82.3,,,
2013-04-19,295,5.71,86.8,45.2,159,110,82.6,,,
2013-04-20,295,6.04,86.8,47.6,150,111,82.5,,,
2013-04-21,295,6.36,86.8,50,150,113,82.5,,,
2013-04-22,295,6.71,86.8,52.4,144,114,82.2,,,
2013-04-23,295,7.05,86.8,54.8,143,112,80.8,,,
2013-04-24,295,7.42,86.8,57.1,141,107,80.1,,,
2013-04-25,295,8.07,86.8,59.5,139,107,82.2,,,
2013-04-26,295,8.75,86.8,61.9,136,106,85.3,,,
2013-04-27,295,9.7,86.8,64.3,132,105,85.1,,,
2013-04-28,295,10.7,86.8,66.7,130,104,84.3,,,
2013-04-29,295,11.8,86.8,69.1,144,115,92.4,,,
2013-04-30,295,13.3,86.8,71.4,141,110,88.8,,,
2013-05-01,295,17.1,86.8,75.6,138,110,86.4,,,
2013-05-02,295,19.4,86.8,79.7,138,106,88.2,,,
2013-05-03,295,21.4,86.8,83.9,137,107,88.6,,,
2013-05-04,295,23.3,86.8,88,132,104,88.6,,,
2013-05-05,295,24.9,86.8,92.2,,,,,,
2013-05-06,295,26.6,86.8,96.4,121,98.6,86.4,,,
2013-05-07,295,28.1,86.8,101,126,102,89.3,,,
2013-05-08,295,29.5,86.8,105,120,102,90.8,,,
2013-05-09,295,30.7,86.8,109,126,106,95.4,,,
2013-05-10,295,31.7,86.8,113,128,109,96.6,,,
2013-05-11,295,32.7,86.8,117,127,107,96.1,,,
2013-05-12,295,33.6,86.8,121,122,102,92.3,,,
2013-05-13,295,34.4,86.8,125,121,98.7,90.2,,,
2013-05-14,295,35.3,86.8,130,120,98.5,89.3,,,
2013-05-15,295,36.2,86.8,134,119,97.7,89.6,,,
2013-05-16,295,37.6,86.8,138,118,97.4,90.6,,,
2013-05-17,295,39.3,86.8,142,115,97.7,91.1,,,
2013-05-18,295,41.5,86.8,146,115,97.2,90.1,,,
2013-05-19,295,44,86.8,150,115,97.9,91.1,,,
2013-05-20,295,46.5,86.8,155,113,98.6,92.1,,,
2013-05-21,295,,86.8,159,,,,,,
2013-05-22,295,50.2,86.8,163,,,,,,
2013-05-23,295,51.8,86.8,167,112,98.8,91.1,,,
2013-05-24,295,53.4,86.8,171,116,102,93.7,,,
2013-05-25,295,55.4,86.8,175,114,102,94,,,
2013-05-26,295,57.5,86.8,179,113,99.3,93.3,,,
2013-05-27,295,59.6,86.8,184,,,,,,
2013-05-28,295,61.5,86.8,188,111,98.4,93.1,,,
2013-05-29,295,63.4,86.8,192,110,98.1,92.7,,,
2013-05-30,295,65.2,86.8,196,,,,,,
2013-05-31,295,66.6,86.8,200,107,97.7,92,,,
2013-06-01,295,66.8,86.8,203,,,,,,
2013-06-02,295,67.9,86.8,205,,,,,,
2013-06-03,295,68.9,86.8,208,102,94.5,89,,,
2013-06-04,295,69.8,86.8,210,101,93.4,88.6,,,
2013-06-05,295,70.7,86.8,213,99.7,93.1,88.4,,,
2013-06-06,295,71.6,86.8,215,98.9,93.4,88.4,,,
2013-06-07,295,72.4,86.8,218,98.4,93.3,88.3,,,
2013-06-08,295,73.2,86.8,220,97.7,93,88.2,,,
2013-06-09,295,74,86.8,223,97.3,90.8,87.9,,,
2013-06-10,295,74.7,86.8,225,96.7,90.7,87.6,,,
2013-06-11,295,75.3,86.8,228,94.2,89.5,87.3,,,
2013-06-12,295,,86.8,230,,,,18.1,13.4,11.3
2013-06-13,295,76.6,86.8,233,90,86.9,84.7,,,
2013-06-14,295,77.2,86.8,235,,,,,,
2013-06-15,295,77.8,86.8,238,90.4,87.1,85.1,,,
2013-06-16,295,78.3,86.8,240,90.2,86.8,84.9,,,
2013-06-17,295,78.7,86.8,243,90.2,86.9,85,,,
2013-06-18,295,79,86.8,245,92,88.2,86.8,,,
2013-06-19,295,79.3,86.8,248,91.8,88.1,86.7,,,
2013-06-20,295,79.6,86.8,250,91.8,88.1,86.6,,,
2013-06-21,295,79.8,86.8,253,,,,,,
2013-06-22,295,80.1,86.8,255,91.6,87.7,86.3,,,
2013-06-23,295,80.2,86.8,258,91.5,87.6,86.2,,,
2013-06-24,295,80.4,86.8,260,91,87.2,85.8,,,
2013-06-25,295,80.5,86.8,262,90.9,87.1,85.7,,,
2013-06-26,295,80.7,86.8,265,90.8,86.7,85.5,,,
2013-06-27,295,80.8,86.8,267,90.6,86.5,85.3,,,
2013-06-28,295,80.9,86.8,270,,,,,,
2013-06-29,295,,86.8,272,,,,,,
2013-06-30,295,81.3,86.8,275,,,,,,
2013-07-01,295,80.4,86.8,276,,,,,,
2013-07-02,295,80.6,86.8,276,,,,,,
2013-07-03,295,80.7,86.8,277,,,,,,
2013-07-04,295,80.7,86.8,278,,,,,,
2013-07-05,295,,86.8,279,,,,6.83,3.89,2.78
2013-07-06,295,80.9,86.8,279,87.6,84.7,83.6,,,
2013-07-07,295,81.1,86.8,280,87.6,84.6,83.6,,,
2013-07-08,295,81.2,86.8,281,87.6,84.5,83.5,,,
2013-07-09,295,81.3,86.8,282,87.6,84.5,83.5,,,
2013-07-10,295,81.4,86.8,282,87.6,84.3,83.5,,,
2013-07-11,295,81.4,86.8,283,,,,,,
2013-07-12,295,81.5,86.8,284,,,,,,
2013-07-13,295,81.5,86.8,285,87.4,84.5,83.5,,,
2013-07-14,295,81.6,86.8,285,87.5,84.5,83.6,,,
2013-07-15,295,81.8,86.8,286,87.3,84.7,83.8,,,
2013-07-16,295,82,86.8,287,,,,,,
2013-07-17,295,82.2,86.8,288,,,,,,
2013-07-18,295,82.5,86.8,288,,,,,,
2013-07-19,295,82.9,86.8,289,,,,,,
2013-07-20,295,83.2,86.8,290,87.3,85.2,84.6,,,
2013-07-21,295,83.4,86.8,291,,,,,,
2013-07-22,295,83.7,86.8,291,86.7,85.1,84.8,,,
2013-07-23,295,84,86.8,292,86.8,85.3,84.9,,,
2013-07-24,295,84.3,86.8,293,86.3,85.3,85.1,,,
2013-07-25,295,84.5,86.8,294,86.3,85.2,85.2,,,
2013-07-26,295,84.6,86.8,294,86.4,85.2,85.2,,,
2013-07-27,295,84.9,86.8,295,,,,,,
2013-07-28,295,85,86.8,296,,,,,,
2013-07-29,295,85.2,86.8,297,87,86.5,86.5,,,
2013-07-30,295,85.6,86.8,297,87.4,87.1,87.1,,,
2013-07-31,295,86.2,86.8,298,86.9,86.9,86.9,,,
2013-08-01,295,86.8,86.8,,,,,,,
2013-08-02,295,,86.8,,,,,,,
2013-08-03,295,,86.8,,,,,,,
2013-08-04,295,,86.8,,,,,,,
2013-08-05,295,,86.8,,,,,,,
2013-08-06,295,,86.8,,,,,,,
2013-08-07,295,,86.8,,,,,,,
2013-08-08,295,,86.8,,,,,,,
2013-08-09,295,,86.8,,,,,,,
2013-08-10,295,,86.8,,,,,,,
2013-08-11,295,,86.8,,,,,,,
2013-08-12,295,,86.8,,,,,,,
2013-08-13,295,,86.8,,,,,,,
2013-08-14,295,,86.8,,,,,,,
2013-08-15,295,,86.8,,,,,,,
2013-08-16,295,,86.8,,,,,,,
2013-08-17,295,,86.8,,,,,,,
2013-08-18,295,,86.8,,,,,,,
2013-08-19,295,,86.8,,,,,,,
2013-08-20,295,,86.8,,,,,,,
2013-08-21,295,,86.8,,,,,,,
2013-08-22,295,,86.8,,,,,,,
2013-08-23,295,,86.8,,,,,,,
2013-08-24,295,,86.8,,,,,,,
2013-08-25,295,,86.8,,,,,,,
2013-08-26,295,,86.8,,,,,,,
2013-08-27,295,,86.8,,,,,,,
2013-08-28,295,,86.8,,,,,,,
2013-08-29,295,,86.8,,,,,,,
2013-08-30,295,,86.8,,,,,,,
2013-08-31,295,,86.8,,,,,,,
2013-09-01,295,,86.8,,,,,,,
2013-09-02,295,,86.8,,,,,,,
2013-09-03,295,,86.8,,,,,,,
2013-09-04,295,,86.8,,,,,,,
2013-09-05,295,,86.8,,,,,,,
2013-09-06,295,,86.8,,,,,,,
2013-09-07,295,,86.8,,,,,,,
2013-09-08,295,,86.8,,,,,,,
2013-09-09,295,,86.8,,,,,,,
2013-09-10,295,,86.8,,,,,,,
2013-09-11,295,,86.8,,,,,,,
2013-09-12,295,,86.8,,,,,,,
2013-09-13,295,,86.8,,,,,,,
2013-09-14,295,,86.8,,,,,,,
2013-09-15,295,,86.8,,,,,,,
2013-09-16,295,,86.8,,,,,,,
2013-09-17,295,,86.8,,,,,,,
2013-09-18,295,,86.8,,,,,,,
2013-09-19,295,,86.8,,,,,,,
2013-09-20,295,,86.8,,,,,,,
2013-09-21,295,,86.8,,,,,,,
2013-09-22,295,,86.8,,,,,,,
2013-09-23,295,,86.8,,,,,,,
2013-09-24,295,,86.8,,,,,,,
2013-09-25,295,,86.8,,,,,,,
2013-09-26,295,,86.8,,,,,,,
2013-09-27,295,,86.8,,,,,,,
2013-09-28,295,,86.8,,,,,,,
2013-09-29,295,,86.8,,,,,,,
2013-09-30,295,,86.8,,,,,,,
,,,,,,,,,,
