Date,Average,Observed Accumulation,Observed Total,Normal Accumulation,ESP max,ESP 10,ESP 30,ESP 50,ESP 70,ESP 90,ESP min,ESP max (wo Obs),ESP 10 (wo Obs),ESP 30 (wo Obs),ESP 50 (wo Obs),ESP 70 (wo Obs),ESP 90 (wo Obs),ESP min (wo Obs)
2015-10-01,565,,448,,,,,,,,,,,,,,,
2015-10-02,565,,448,,,,,,,,,,,,,,,
2015-10-03,565,,448,,,,,,,,,,,,,,,
2015-10-04,565,,448,,,,,,,,,,,,,,,
2015-10-05,565,,448,,,,,,,,,,,,,,,
2015-10-06,565,,448,,,,,,,,,,,,,,,
2015-10-07,565,,448,,,,,,,,,,,,,,,
2015-10-08,565,,448,,,,,,,,,,,,,,,
2015-10-09,565,,448,,,,,,,,,,,,,,,
2015-10-10,565,,448,,,,,,,,,,,,,,,
2015-10-11,565,,448,,,,,,,,,,,,,,,
2015-10-12,565,,448,,,,,,,,,,,,,,,
2015-10-13,565,,448,,,,,,,,,,,,,,,
2015-10-14,565,,448,,,,,,,,,,,,,,,
2015-10-15,565,,448,,,,,,,,,,,,,,,
2015-10-16,565,,448,,,,,,,,,,,,,,,
2015-10-17,565,,448,,,,,,,,,,,,,,,
2015-10-18,565,,448,,,,,,,,,,,,,,,
2015-10-19,565,,448,,,,,,,,,,,,,,,
2015-10-20,565,,448,,,,,,,,,,,,,,,
2015-10-21,565,,448,,,,,,,,,,,,,,,
2015-10-22,565,,448,,,,,,,,,,,,,,,
2015-10-23,565,,448,,,,,,,,,,,,,,,
2015-10-24,565,,448,,,,,,,,,,,,,,,
2015-10-25,565,,448,,,,,,,,,,,,,,,
2015-10-26,565,,448,,,,,,,,,,,,,,,
2015-10-27,565,,448,,,,,,,,,,,,,,,
2015-10-28,565,,448,,,,,,,,,,,,,,,
2015-10-29,565,,448,,,,,,,,,,,,,,,
2015-10-30,565,,448,,,,,,,,,,,,,,,
2015-10-31,565,,448,,,,,,,,,,,,,,,
2015-11-01,565,,448,,,,,,,,,,,,,,,
2015-11-02,565,,448,,,,,,,,,,,,,,,
2015-11-03,565,,448,,,,,,,,,,,,,,,
2015-11-04,565,,448,,,,,,,,,,,,,,,
2015-11-05,565,,448,,,,,,,,,,,,,,,
2015-11-06,565,,448,,,,,,,,,,,,,,,
2015-11-07,565,,448,,,,,,,,,,,,,,,
2015-11-08,565,,448,,,,,,,,,,,,,,,
2015-11-09,565,,448,,,,,,,,,,,,,,,
2015-11-10,565,,448,,,,,,,,,,,,,,,
2015-11-11,565,,448,,,,,,,,,,,,,,,
2015-11-12,565,,448,,,,,,,,,,,,,,,
2015-11-13,565,,448,,,,,,,,,,,,,,,
2015-11-14,565,,448,,,,,,,,,,,,,,,
2015-11-15,565,,448,,1140,1040,649,487,373,299,209,,,,,,,
2015-11-16,565,,448,,1160,1070,667,477,383,307,212,,,,,,,
2015-11-17,565,,448,,1240,1160,731,537,423,341,240,,,,,,,
2015-11-18,565,,448,,1230,1160,717,543,429,343,248,,,,,,,
2015-11-19,565,,448,,1190,1140,713,549,431,344,253,,,,,,,
2015-11-20,565,,448,,1180,1120,718,556,435,349,255,,,,,,,
2015-11-21,565,,448,,1160,1090,714,543,434,349,257,,,,,,,
2015-11-22,565,,448,,1150,1060,705,539,429,348,254,,,,,,,
2015-11-23,565,,448,,1130,1050,698,534,424,346,219,,,,,,,
2015-11-24,565,,448,,1110,1030,700,532,422,343,200,,,,,,,
2015-11-25,565,,448,,1110,1020,699,533,421,320,198,,,,,,,
2015-11-26,565,,448,,1110,1010,700,535,423,321,177,,,,,,,
2015-11-27,565,,448,,1120,1020,703,526,425,321,177,,,,,,,
2015-11-28,565,,448,,1120,1030,698,527,429,325,179,,,,,,,
2015-11-29,565,,448,,1120,1020,667,517,427,323,176,,,,,,,
2015-11-30,565,,448,,1130,1020,665,521,432,329,164,,,,,,,
2015-12-01,565,,448,,1130,963,664,520,432,328,164,,,,,,,
2015-12-02,565,,448,,1130,933,657,515,431,329,159,,,,,,,
2015-12-03,565,,448,,1150,943,674,522,439,339,159,,,,,,,
2015-12-04,565,,448,,1150,937,673,519,437,337,158,,,,,,,
2015-12-05,565,,448,,1140,935,670,516,437,336,150,,,,,,,
2015-12-06,565,,448,,1110,933,668,517,440,328,151,,,,,,,
2015-12-07,565,,448,,1110,933,652,515,443,330,152,,,,,,,
2015-12-08,565,,448,,1100,927,615,506,441,328,150,,,,,,,
2015-12-09,565,,448,,1100,899,590,497,432,327,147,,,,,,,
2015-12-10,565,,448,,1100,894,591,495,431,329,146,,,,,,,
2015-12-11,565,,448,,1100,888,565,493,416,329,143,,,,,,,
2015-12-12,565,,448,,1130,893,581,508,430,344,151,,,,,,,
2015-12-13,565,,448,,1110,896,586,514,437,352,155,,,,,,,
2015-12-14,565,,448,,1090,867,570,490,428,343,147,,,,,,,
2015-12-15,565,,448,,1170,925,627,541,470,384,167,,,,,,,
2015-12-16,565,,448,,1140,894,604,510,453,367,157,,,,,,,
2015-12-17,565,,448,,1140,901,609,513,459,375,159,,,,,,,
2015-12-18,565,,448,,1130,901,611,513,458,350,159,,,,,,,
2015-12-19,565,,448,,1110,900,606,513,443,346,159,,,,,,,
2015-12-20,565,,448,,1110,902,609,505,444,346,161,,,,,,,
2015-12-21,565,,448,,1130,915,621,507,451,353,165,,,,,,,
2015-12-22,565,,448,,1180,957,659,540,481,379,186,,,,,,,
2015-12-23,565,,448,,1320,1070,744,637,557,455,233,,,,,,,
2015-12-24,565,,448,,1330,1080,751,646,568,463,239,,,,,,,
2015-12-25,565,,448,,1370,1110,778,670,591,486,251,,,,,,,
2015-12-26,565,,448,,1440,1170,830,720,638,518,274,,,,,,,
2015-12-27,565,,448,,1440,1170,827,718,633,489,273,,,,,,,
2015-12-28,565,,448,,1430,1170,813,715,625,484,272,,,,,,,
2015-12-29,565,,448,,1370,1170,800,714,622,483,273,,,,,,,
2015-12-30,565,,448,,1360,1160,800,716,615,484,265,,,,,,,
2015-12-31,565,,448,,1340,1190,818,722,626,503,279,,,,,,,
2016-01-01,565,,448,,1340,1180,818,722,626,504,279,,,,,,,
2016-01-02,565,,448,,1330,1180,805,704,616,502,278,,,,,,,
2016-01-03,565,,448,,1310,1180,795,702,583,499,278,,,,,,,
2016-01-04,565,,448,,1310,1180,765,697,578,490,275,,,,,,,
2016-01-05,565,,448,,1330,1200,774,702,574,489,281,,,,,,,
2016-01-06,565,,448,,1330,1140,776,701,568,474,280,,,,,,,
2016-01-07,565,,448,,1320,1170,780,725,592,477,293,,,,,,,
2016-01-08,565,,448,,1290,1160,804,737,605,488,299,,,,,,,
2016-01-09,565,,448,,1310,1150,808,747,612,490,304,,,,,,,
2016-01-10,565,,448,,1310,1150,805,744,607,485,303,,,,,,,
2016-01-11,565,,448,,1320,1150,805,745,608,485,304,,,,,,,
2016-01-12,565,,448,,1320,1120,804,736,605,482,304,,,,,,,
2016-01-13,565,,448,,1310,1110,801,720,603,480,302,,,,,,,
2016-01-14,565,,448,,1310,1100,801,700,601,478,302,,,,,,,
2016-01-15,565,,448,,1310,1080,796,689,600,475,298,,,,,,,
2016-01-16,565,,448,,1310,1070,790,684,606,476,300,,,,,,,
2016-01-17,565,,448,,1320,1050,794,686,611,464,303,,,,,,,
2016-01-18,565,,448,,1300,1010,797,683,616,440,305,,,,,,,
2016-01-19,565,,448,,1300,1000,799,685,619,441,310,,,,,,,
2016-01-20,565,,448,,1320,1010,808,704,638,455,317,,,,,,,
2016-01-21,565,,448,,1330,1020,795,718,650,462,323,,,,,,,
2016-01-22,565,,448,,1320,1030,777,716,646,461,320,,,,,,,
2016-01-23,565,,448,,1320,1020,772,701,623,454,318,,,,,,,
2016-01-24,565,,448,,1320,1020,770,698,622,451,318,,,,,,,
2016-01-25,565,,448,,1310,1030,788,712,637,463,330,,,,,,,
2016-01-26,565,,448,,1290,1030,774,705,631,461,328,,,,,,,
2016-01-27,565,,448,,1290,1020,757,702,624,455,328,,,,,,,
2016-01-28,565,,448,,1280,1010,745,672,616,454,327,,,,,,,
2016-01-29,565,,448,,1240,990,745,668,605,454,327,,,,,,,
2016-01-30,565,,448,,1240,963,743,664,597,451,323,,,,,,,
2016-01-31,565,,448,,1250,981,758,681,605,471,340,,,,,,,
2016-02-01,565,,448,,1360,1070,841,764,667,529,390,,,,,,,
2016-02-02,565,,448,,1410,1120,885,805,702,570,426,,,,,,,
2016-02-03,565,,448,,1400,1100,872,797,688,527,419,,,,,,,
2016-02-04,565,,448,,1390,1070,864,790,671,516,414,,,,,,,
