Date,Average,Observed Accumulation,Observed Total,Normal Accumulation,ESP max,ESP 10,ESP 30,ESP 50,ESP 70,ESP 90,ESP min,ESP max (wo Obs),ESP 10 (wo Obs),ESP 30 (wo Obs),ESP 50 (wo Obs),ESP 70 (wo Obs),ESP 90 (wo Obs),ESP min (wo Obs)
2014-10-01,245,,232,,,,,,,,,,,,,,,
2014-10-02,245,,232,,,,,,,,,,,,,,,
2014-10-03,245,,232,,,,,,,,,,,,,,,
2014-10-04,245,,232,,,,,,,,,,,,,,,
2014-10-05,245,,232,,,,,,,,,,,,,,,
2014-10-06,245,,232,,,,,,,,,,,,,,,
2014-10-07,245,,232,,,,,,,,,,,,,,,
2014-10-08,245,,232,,,,,,,,,,,,,,,
2014-10-09,245,,232,,,,,,,,,,,,,,,
2014-10-10,245,,232,,,,,,,,,,,,,,,
2014-10-11,245,,232,,,,,,,,,,,,,,,
2014-10-12,245,,232,,,,,,,,,,,,,,,
2014-10-13,245,,232,,,,,,,,,,,,,,,
2014-10-14,245,,232,,,,,,,,,,,,,,,
2014-10-15,245,,232,,,,,,,,,,,,,,,
2014-10-16,245,,232,,,,,,,,,,,,,,,
2014-10-17,245,,232,,,,,,,,,,,,,,,
2014-10-18,245,,232,,,,,,,,,,,,,,,
2014-10-19,245,,232,,,,,,,,,,,,,,,
2014-10-20,245,,232,,,,,,,,,,,,,,,
2014-10-21,245,,232,,,,,,,,,,,,,,,
2014-10-22,245,,232,,,,,,,,,,,,,,,
2014-10-23,245,,232,,,,,,,,,,,,,,,
2014-10-24,245,,232,,,,,,,,,,,,,,,
2014-10-25,245,,232,,,,,,,,,,,,,,,
2014-10-26,245,,232,,,,,,,,,,,,,,,
2014-10-27,245,,232,,,,,,,,,,,,,,,
2014-10-28,245,,232,,,,,,,,,,,,,,,
2014-10-29,245,,232,,,,,,,,,,,,,,,
2014-10-30,245,,232,,,,,,,,,,,,,,,
2014-10-31,245,,232,,,,,,,,,,,,,,,
2014-11-01,245,,232,,,,,,,,,,,,,,,
2014-11-02,245,,232,,,,,,,,,,,,,,,
2014-11-03,245,,232,,,,,,,,,,,,,,,
2014-11-04,245,,232,,,,,,,,,,,,,,,
2014-11-05,245,,232,,,,,,,,,,,,,,,
2014-11-06,245,,232,,,,,,,,,,,,,,,
2014-11-07,245,,232,,,,,,,,,,,,,,,
2014-11-08,245,,232,,,,,,,,,,,,,,,
2014-11-09,245,,232,,,,,,,,,,,,,,,
2014-11-10,245,,232,,,,,,,,,,,,,,,
2014-11-11,245,,232,,,,,,,,,,,,,,,
2014-11-12,245,,232,,,,,,,,,,,,,,,
2014-11-13,245,,232,,,,,,,,,,,,,,,
2014-11-14,245,,232,,,,,,,,,,,,,,,
2014-11-15,245,,232,,0,398,317,227,194,161,0,,,,,,,
2014-11-16,245,,232,,0,407,327,230,202,170,0,,,,,,,
2014-11-17,245,,232,,0,407,329,228,199,171,0,,,,,,,
2014-11-18,245,,232,,0,405,326,228,199,172,0,,,,,,,
2014-11-19,245,,232,,0,401,320,227,194,171,0,,,,,,,
2014-11-20,245,,232,,0,386,315,225,193,169,0,,,,,,,
2014-11-21,245,,232,,0,384,310,225,193,169,0,,,,,,,
2014-11-22,245,,232,,0,378,298,224,192,168,0,,,,,,,
2014-11-23,245,,232,,0,384,303,230,199,173,0,,,,,,,
2014-11-24,245,,232,,0,384,301,230,199,169,0,,,,,,,
2014-11-25,245,,232,,0,388,306,235,203,161,0,,,,,,,
2014-11-26,245,,232,,0,386,297,234,203,161,0,,,,,,,
2014-11-27,245,,232,,0,380,291,230,201,160,0,,,,,,,
2014-11-28,245,,232,,0,380,292,229,201,160,0,,,,,,,
2014-11-29,245,,232,,0,378,285,229,200,159,0,,,,,,,
2014-11-30,245,,232,,0,373,267,228,197,158,0,,,,,,,
2014-12-01,245,,232,,0,369,264,228,198,158,0,,,,,,,
2014-12-02,245,,232,,0,369,263,227,197,158,0,,,,,,,
2014-12-03,245,,232,,0,362,265,230,195,161,0,,,,,,,
2014-12-04,245,,232,,0,357,267,232,196,162,0,,,,,,,
2014-12-05,245,,232,,0,354,265,233,197,162,0,,,,,,,
2014-12-06,245,,232,,0,354,264,231,197,155,0,,,,,,,
2014-12-07,245,,232,,0,354,264,227,195,153,0,,,,,,,
2014-12-08,245,,232,,0,352,263,223,195,153,0,,,,,,,
2014-12-09,245,,232,,0,352,261,222,190,153,0,,,,,,,
2014-12-10,245,,232,,0,348,260,222,189,152,0,,,,,,,
2014-12-11,245,,232,,0,347,255,222,187,152,0,,,,,,,
2014-12-12,245,,232,,0,347,252,222,185,152,0,,,,,,,
2014-12-13,245,,232,,0,346,250,222,180,151,0,,,,,,,
2014-12-14,245,,232,,0,344,254,225,184,156,0,,,,,,,
2014-12-15,245,,232,,0,349,260,228,190,160,0,,,,,,,
2014-12-16,245,,232,,0,346,260,222,190,161,0,,,,,,,
2014-12-17,245,,232,,0,337,260,222,189,160,0,,,,,,,
2014-12-18,245,,232,,0,345,263,225,191,162,0,,,,,,,
2014-12-19,245,,232,,0,345,261,225,189,163,0,,,,,,,
2014-12-20,245,,232,,0,345,262,226,190,163,0,,,,,,,
2014-12-21,245,,232,,0,343,263,227,189,164,0,,,,,,,
2014-12-22,245,,232,,0,349,269,230,193,169,0,,,,,,,
2014-12-23,245,,232,,0,343,273,237,197,176,0,,,,,,,
2014-12-24,245,,232,,,,,,,,,,,,,,,
2014-12-25,245,,232,,,,,,,,,,,,,,,
2014-12-26,245,,232,,,,,,,,,,,,,,,
2014-12-27,245,,232,,,,,,,,,,,,,,,
2014-12-28,245,,232,,0,350,271,247,205,164,0,,,,,,,
2014-12-29,245,,232,,0,350,268,245,203,164,0,,,,,,,
2014-12-30,245,,232,,0,346,264,240,200,160,0,,,,,,,
2014-12-31,245,,232,,0,347,267,239,199,163,0,,,,,,,
2015-01-01,245,,232,,0,363,280,255,211,170,0,,,,,,,
2015-01-02,245,,232,,0,365,277,257,209,171,0,,,,,,,
2015-01-03,245,,232,,0,364,274,255,203,170,0,,,,,,,
2015-01-04,245,,232,,0,364,274,253,203,169,0,,,,,,,
2015-01-05,245,,232,,0,361,272,250,203,169,0,,,,,,,
2015-01-06,245,,232,,0,361,270,247,205,170,0,,,,,,,
2015-01-07,245,,232,,0,360,268,238,203,170,0,,,,,,,
2015-01-08,245,,232,,0,360,263,234,202,169,0,,,,,,,
2015-01-09,245,,232,,0,359,260,226,202,168,0,,,,,,,
2015-01-10,245,,232,,0,359,259,224,202,165,0,,,,,,,
2015-01-11,245,,232,,0,352,258,224,202,165,0,,,,,,,
2015-01-12,245,,232,,0,349,260,221,204,164,0,,,,,,,
2015-01-13,245,,232,,0,352,264,226,208,169,0,,,,,,,
2015-01-14,245,,232,,0,354,271,230,214,174,0,,,,,,,
2015-01-15,245,,232,,0,350,264,229,212,174,0,,,,,,,
2015-01-16,245,,232,,0,348,263,225,210,174,0,,,,,,,
2015-01-17,245,,232,,0,342,259,225,209,167,0,,,,,,,
2015-01-18,245,,232,,0,336,258,223,205,156,0,,,,,,,
2015-01-19,245,,232,,0,315,257,223,205,156,0,,,,,,,
2015-01-20,245,,232,,0,310,254,221,203,155,0,,,,,,,
2015-01-21,245,,232,,0,310,254,221,200,153,0,,,,,,,
2015-01-22,245,,232,,0,311,254,220,200,151,0,,,,,,,
2015-01-23,245,,232,,0,312,254,219,199,144,0,,,,,,,
2015-01-24,245,,232,,0,312,252,219,199,143,0,,,,,,,
2015-01-25,245,,232,,0,309,251,219,196,142,0,,,,,,,
2015-01-26,245,,232,,0,308,246,216,193,141,0,,,,,,,
2015-01-27,245,,232,,0,309,244,214,190,140,0,,,,,,,
2015-01-28,245,,232,,0,308,241,214,185,140,0,,,,,,,
2015-01-29,245,,232,,0,306,240,213,183,139,0,,,,,,,
2015-01-30,245,,232,,0,310,240,216,185,141,0,,,,,,,
2015-01-31,245,,232,,0,312,239,216,185,143,0,,,,,,,
2015-02-01,245,,232,,0,311,240,210,183,142,0,,,,,,,
2015-02-02,245,,232,,0,310,240,207,182,141,0,,,,,,,
2015-02-03,245,,232,,0,308,238,206,178,132,0,,,,,,,
2015-02-04,245,,232,,0,303,238,206,177,129,0,,,,,,,
2015-02-05,245,,232,,0,301,237,204,173,127,0,,,,,,,
2015-02-06,245,,232,,0,301,237,205,172,127,0,,,,,,,
2015-02-07,245,,232,,,,,,,,,,,,,,,
2015-02-08,245,,232,,,,,,,,,,,,,,,
2015-02-09,245,,232,,0,296,234,198,168,124,0,,,,,,,
2015-02-10,245,,232,,0,294,233,192,167,122,0,,,,,,,
2015-02-11,245,,232,,0,304,231,188,169,123,0,,,,,,,
2015-02-12,245,,232,,0,303,231,182,169,124,0,,,,,,,
2015-02-13,245,,232,,0,298,231,182,168,124,0,,,,,,,
2015-02-14,245,,232,,0,293,226,181,166,122,0,,,,,,,
2015-02-15,245,,232,,0,295,217,181,165,112,0,,,,,,,
2015-02-16,245,,232,,0,294,217,181,165,111,0,,,,,,,
2015-02-17,245,,232,,0,295,213,175,164,111,0,,,,,,,
2015-02-18,245,,232,,0,284,212,175,163,112,0,,,,,,,
2015-02-19,245,,232,,0,266,210,168,162,110,0,,,,,,,
2015-02-20,245,,232,,0,247,204,168,159,110,0,,,,,,,
2015-02-21,245,,232,,0,247,202,170,153,108,0,,,,,,,
2015-02-22,245,,232,,0,245,202,170,151,106,0,,,,,,,
2015-02-23,245,,232,,0,273,226,196,175,121,0,,,,,,,
2015-02-24,245,,232,,0,288,239,210,188,129,0,,,,,,,
2015-02-25,245,,232,,0,288,227,203,185,127,0,,,,,,,
2015-02-26,245,,232,,0,292,228,204,189,124,0,,,,,,,
2015-02-27,245,,232,,0,294,225,204,188,126,0,,,,,,,
2015-02-28,245,,232,,0,295,225,204,185,127,0,,,,,,,
2015-03-01,245,,232,,0,308,237,215,199,138,0,,,,,,,
2015-03-02,245,,232,,0,319,244,226,209,149,0,,,,,,,
2015-03-03,245,,232,,0,328,250,232,216,158,0,,,,,,,
2015-03-04,245,,232,,0,328,248,228,213,156,0,,,,,,,
2015-03-05,245,,232,,0,318,244,224,211,155,0,,,,,,,
2015-03-06,245,,232,,0,315,242,219,208,151,0,,,,,,,
2015-03-07,245,,232,,0,314,235,217,206,147,0,,,,,,,
2015-03-08,245,,232,,0,314,233,215,193,145,0,,,,,,,
2015-03-09,245,,232,,0,313,233,215,194,144,0,,,,,,,
2015-03-10,245,,232,,0,299,231,215,193,138,0,,,,,,,
2015-03-11,245,,232,,0,286,224,212,192,136,0,,,,,,,
2015-03-12,245,,232,,0,288,229,214,195,139,0,,,,,,,
2015-03-13,245,,232,,0,288,229,210,194,138,0,,,,,,,
2015-03-14,245,,232,,0,286,228,207,194,138,0,,,,,,,
2015-03-15,245,,232,,,,,,,,,,,,,,,
2015-03-16,245,,232,,0,265,224,202,192,137,0,,,,,,,
2015-03-17,245,,232,,0,262,223,200,189,135,0,,,,,,,
2015-03-18,245,,232,,0,261,222,200,186,135,0,,,,,,,
2015-03-19,245,,232,,0,258,220,196,183,135,0,,,,,,,
2015-03-20,245,,232,,0,256,217,196,181,134,0,,,,,,,
2015-03-21,245,,232,,0,250,209,193,177,134,0,,,,,,,
2015-03-22,245,,232,,0,249,207,188,168,134,0,,,,,,,
2015-03-23,245,,232,,0,246,206,187,162,134,0,,,,,,,
2015-03-24,245,,232,,0,238,203,181,161,133,0,,,,,,,
2015-03-25,245,,232,,0,237,203,180,161,133,0,,,,,,,
2015-03-26,245,,232,,0,234,200,179,160,134,0,,,,,,,
2015-03-27,245,,232,,0,231,200,178,156,134,0,,,,,,,
2015-03-28,245,,232,,0,226,199,174,154,133,0,,,,,,,
2015-03-29,245,,232,,0,224,198,170,152,133,0,,,,,,,
2015-03-30,245,,232,,0,221,191,165,148,132,0,,,,,,,
2015-03-31,245,,232,,0,218,189,161,147,119,0,,,,,,,
2015-04-01,245,,232,1.51,0,216,189,158,144,119,0,,,,,,,
2015-04-02,245,1.05,232,3.02,0,208,185,155,141,118,0,,,,,,,
2015-04-03,245,2.1,232,4.53,0,205,181,151,139,117,0,,,,,,,
2015-04-04,245,3.08,232,6.04,0,202,178,147,138,116,0,,,,,,,
2015-04-05,245,3.94,232,7.55,0,200,174,142,137,116,0,,,,,,,
2015-04-06,245,4.75,232,9.06,0,199,174,140,132,114,0,,,,,,,
2015-04-07,245,5.52,232,10.6,0,199,174,140,132,113,0,,,,,,,
2015-04-08,245,6.32,232,12.1,0,198,170,140,128,113,0,,,,,,,
2015-04-09,245,7.12,232,13.6,0,198,165,138,128,111,0,,,,,,,
2015-04-10,245,7.91,232,15.1,0,194,159,136,125,110,0,,,,,,,
2015-04-11,245,8.67,232,16.6,0,193,158,133,124,108,0,,,,,,,
2015-04-12,245,9.42,232,18.1,0,182,157,129,120,108,0,,,,,,,
2015-04-13,245,10.2,232,19.6,0,183,155,127,118,107,0,,,,,,,
2015-04-14,245,10.9,232,21.1,0,182,154,126,117,104,0,,,,,,,
2015-04-15,245,11.7,232,22.7,0,181,150,125,116,104,0,,,,,,,
2015-04-16,245,12.6,232,24.2,0,174,147,125,111,102,0,,,,,,,
2015-04-17,245,13.4,232,25.7,0,176,149,124,110,101,0,,,,,,,
2015-04-18,245,14.2,232,27.2,0,179,151,127,113,104,0,,,,,,,
2015-04-19,245,14.9,232,28.7,0,181,153,130,118,106,0,,,,,,,
2015-04-20,245,15.6,232,30.2,0,167,151,130,117,106,0,,,,,,,
