Date,Average,Observed Accumulation,Observed Total,Normal Accumulation,ESP max,ESP 10,ESP 30,ESP 50,ESP 70,ESP 90,ESP min,ESP max (wo Obs),ESP 10 (wo Obs),ESP 30 (wo Obs),ESP 50 (wo Obs),ESP 70 (wo Obs),ESP 90 (wo Obs),ESP min (wo Obs)
2016-10-01,565,,511,,,,,,,,,,,,,,,
2016-10-02,565,,511,,,,,,,,,,,,,,,
2016-10-03,565,,511,,,,,,,,,,,,,,,
2016-10-04,565,,511,,,,,,,,,,,,,,,
2016-10-05,565,,511,,,,,,,,,,,,,,,
2016-10-06,565,,511,,,,,,,,,,,,,,,
2016-10-07,565,,511,,,,,,,,,,,,,,,
2016-10-08,565,,511,,,,,,,,,,,,,,,
2016-10-09,565,,511,,,,,,,,,,,,,,,
2016-10-10,565,,511,,,,,,,,,,,,,,,
2016-10-11,565,,511,,,,,,,,,,,,,,,
2016-10-12,565,,511,,,,,,,,,,,,,,,
2016-10-13,565,,511,,,,,,,,,,,,,,,
2016-10-14,565,,511,,,,,,,,,,,,,,,
2016-10-15,565,,511,,,,,,,,,,,,,,,
2016-10-16,565,,511,,,,,,,,,,,,,,,
2016-10-17,565,,511,,,,,,,,,,,,,,,
2016-10-18,565,,511,,,,,,,,,,,,,,,
2016-10-19,565,,511,,,,,,,,,,,,,,,
2016-10-20,565,,511,,,,,,,,,,,,,,,
2016-10-21,565,,511,,,,,,,,,,,,,,,
2016-10-22,565,,511,,,,,,,,,,,,,,,
2016-10-23,565,,511,,,,,,,,,,,,,,,
2016-10-24,565,,511,,,,,,,,,,,,,,,
2016-10-25,565,,511,,,,,,,,,,,,,,,
2016-10-26,565,,511,,,,,,,,,,,,,,,
2016-10-27,565,,511,,,,,,,,,,,,,,,
2016-10-28,565,,511,,,,,,,,,,,,,,,
2016-10-29,565,,511,,,,,,,,,,,,,,,
2016-10-30,565,,511,,,,,,,,,,,,,,,
2016-10-31,565,,511,,,,,,,,,,,,,,,
2016-11-01,565,,511,,,,,,,,,,,,,,,
2016-11-02,565,,511,,,,,,,,,,,,,,,
2016-11-03,565,,511,,,,,,,,,,,,,,,
2016-11-04,565,,511,,,,,,,,,,,,,,,
2016-11-05,565,,511,,,,,,,,,,,,,,,
2016-11-06,565,,511,,,,,,,,,,,,,,,
2016-11-07,565,,511,,,,,,,,,,,,,,,
2016-11-08,565,,511,,,,,,,,,,,,,,,
2016-11-09,565,,511,,,,,,,,,,,,,,,
2016-11-10,565,,511,,,,,,,,,,,,,,,
2016-11-11,565,,511,,,,,,,,,,,,,,,
2016-11-12,565,,511,,,,,,,,,,,,,,,
2016-11-13,565,,511,,,,,,,,,,,,,,,
2016-11-14,565,,511,,,,,,,,,,,,,,,
2016-11-15,565,,511,,,,,,,,,,,,,,,
2016-11-16,565,,511,,,,,,,,,,,,,,,
2016-11-17,565,,511,,,,,,,,,,,,,,,
2016-11-18,565,,511,,,,,,,,,,,,,,,
2016-11-19,565,,511,,,,,,,,,,,,,,,
2016-11-20,565,,511,,,,,,,,,,,,,,,
2016-11-21,565,,511,,,,,,,,,,,,,,,
2016-11-22,565,,511,,,,,,,,,,,,,,,
2016-11-23,565,,511,,,,,,,,,,,,,,,
2016-11-24,565,,511,,,,,,,,,,,,,,,
2016-11-25,565,,511,,,,,,,,,,,,,,,
2016-11-26,565,,511,,,,,,,,,,,,,,,
2016-11-27,565,,511,,,,,,,,,,,,,,,
2016-11-28,565,,511,,,,,,,,,,,,,,,
2016-11-29,565,,511,,,,,,,,,,,,,,,
2016-11-30,565,,511,,,,,,,,,,,,,,,
2016-12-01,565,,511,,,,,,,,,,,,,,,
2016-12-02,565,,511,,,,,,,,,,,,,,,
2016-12-03,565,,511,,,,,,,,,,,,,,,
2016-12-04,565,,511,,,,,,,,,,,,,,,
2016-12-05,565,,511,,,,,,,,,,,,,,,
2016-12-06,565,,511,,,,,,,,,,,,,,,
2016-12-07,565,,511,,,,,,,,,,,,,,,
2016-12-08,565,,511,,,,,,,,,,,,,,,
2016-12-09,565,,511,,914,737,423,373,288,187,112,,,,,,,
2016-12-10,565,,511,,912,732,419,375,290,186,111,,,,,,,
2016-12-11,565,,511,,922,736,426,384,294,189,112,,,,,,,
2016-12-12,565,,511,,928,728,432,386,299,194,115,,,,,,,
2016-12-13,565,,511,,898,721,426,373,298,195,115,,,,,,,
2016-12-14,565,,511,,896,710,444,366,316,235,115,,,,,,,
2016-12-15,565,,511,,889,702,442,362,310,225,111,,,,,,,
2016-12-16,565,,511,,908,716,457,376,316,240,118,,,,,,,
2016-12-17,565,,511,,1010,792,513,431,369,286,139,,,,,,,
2016-12-18,565,,511,,1020,804,523,438,375,293,143,,,,,,,
2016-12-19,565,,511,,994,796,512,437,374,286,144,,,,,,,
2016-12-20,565,,511,,1000,784,515,438,377,287,143,,,,,,,
2016-12-21,565,,511,,1000,767,506,432,376,285,142,,,,,,,
2016-12-22,565,,511,,1000,773,513,437,377,286,144,,,,,,,
2016-12-23,565,,511,,1080,829,552,468,392,310,159,,,,,,,
2016-12-24,565,,511,,1080,824,551,465,384,301,159,,,,,,,
2016-12-25,565,,511,,1110,850,572,487,396,299,171,,,,,,,
2016-12-26,565,,511,,1130,865,586,501,404,305,179,,,,,,,
2016-12-27,565,,511,,1130,849,585,498,401,298,177,,,,,,,
2016-12-28,565,,511,,1120,816,584,484,401,295,177,,,,,,,
2016-12-29,565,,511,,1060,808,581,480,395,295,177,,,,,,,
2016-12-30,565,,511,,1040,788,580,477,394,294,170,,,,,,,
2016-12-31,565,,511,,1020,787,574,477,388,293,170,,,,,,,
2017-01-01,565,,511,,1000,782,564,476,382,292,169,,,,,,,
2017-01-02,565,,511,,1010,785,565,478,378,294,170,,,,,,,
2017-01-03,565,,511,,1030,821,583,505,398,321,189,,,,,,,
2017-01-04,565,,511,,1030,826,581,506,400,325,190,,,,,,,
2017-01-05,565,,511,,1100,892,627,548,444,364,217,,,,,,,
2017-01-06,565,,511,,1160,935,669,577,478,400,243,,,,,,,
2017-01-07,565,,511,,1120,936,659,580,480,404,243,,,,,,,
2017-01-08,565,,511,,1090,927,657,585,484,408,246,,,,,,,
2017-01-09,565,,511,,1120,924,678,605,501,421,259,,,,,,,
2017-01-10,565,,511,,1180,977,731,647,551,461,292,,,,,,,
2017-01-11,565,,511,,1200,979,740,652,559,469,301,,,,,,,
2017-01-12,565,,511,,1210,981,739,633,566,469,307,,,,,,,
2017-01-13,565,,511,,1220,992,737,642,575,477,315,,,,,,,
2017-01-14,565,,511,,1240,998,755,640,574,488,326,,,,,,,
2017-01-15,565,,511,,1270,1010,787,671,597,510,341,,,,,,,
2017-01-16,565,,511,,1280,1010,784,669,598,509,340,,,,,,,
2017-01-17,565,,511,,1280,1010,778,674,606,507,344,,,,,,,
2017-01-18,565,,511,,1270,1000,778,672,608,501,344,,,,,,,
2017-01-19,565,,511,,1260,975,776,671,607,499,344,,,,,,,
2017-01-20,565,,511,,1270,954,777,678,604,503,338,,,,,,,
2017-01-21,565,,511,,1320,1010,818,726,649,541,366,,,,,,,
2017-01-22,565,,511,,1380,1080,836,783,698,548,404,,,,,,,
2017-01-23,565,,511,,1410,1090,855,785,717,555,417,,,,,,,
2017-01-24,565,,511,,1450,1130,888,807,747,575,447,,,,,,,
2017-01-25,565,,511,,1470,1170,923,842,776,603,476,,,,,,,
2017-01-26,565,,511,,,,,,,,,,,,,,,
2017-01-27,565,,511,,,,,,,,,,,,,,,
2017-01-28,565,,511,,,,,,,,,,,,,,,
2017-01-29,565,,511,,1410,1160,909,818,772,570,481,,,,,,,
2017-01-30,565,,511,,1410,1140,910,822,774,571,476,,,,,,,
2017-01-31,565,,511,,1390,1140,905,808,742,563,467,,,,,,,
2017-02-01,565,,511,,1370,1090,887,795,716,555,457,,,,,,,
2017-02-02,565,,511,,1370,1060,869,788,707,549,452,,,,,,,
2017-02-03,565,,511,,1370,1060,869,778,697,539,452,,,,,,,
2017-02-04,565,,511,,1370,1060,869,776,690,529,453,,,,,,,
2017-02-05,565,,511,,1320,1040,859,776,683,524,425,,,,,,,
2017-02-06,565,,511,,1300,1020,850,772,675,513,418,,,,,,,
2017-02-07,565,,511,,1300,1010,850,771,667,504,418,,,,,,,
2017-02-08,565,,511,,1290,1020,859,772,673,515,422,,,,,,,
2017-02-09,565,,511,,1270,1010,849,762,665,509,411,,,,,,,
2017-02-10,565,,511,,1260,992,839,736,656,492,402,,,,,,,
2017-02-11,565,,511,,1250,981,826,732,653,485,396,,,,,,,
2017-02-12,565,,511,,1270,996,834,743,665,497,407,,,,,,,
2017-02-13,565,,511,,1290,1010,848,754,673,488,413,,,,,,,
2017-02-14,565,,511,,1290,996,835,749,660,485,414,,,,,,,
2017-02-15,565,,511,,1310,1020,848,762,677,504,437,,,,,,,
2017-02-16,565,,511,,1310,1000,841,758,674,503,440,,,,,,,
2017-02-17,565,,511,,1320,1000,832,754,675,503,442,,,,,,,
2017-02-18,565,,511,,1320,996,827,747,675,504,445,,,,,,,
2017-02-19,565,,511,,1310,991,834,747,677,511,444,,,,,,,
2017-02-20,565,,511,,1310,1010,849,775,694,521,446,,,,,,,
2017-02-21,565,,511,,1300,1000,843,764,686,517,439,,,,,,,
2017-02-22,565,,511,,1300,996,844,761,679,509,438,,,,,,,
2017-02-23,565,,511,,1300,989,835,765,684,510,439,,,,,,,
2017-02-24,565,,511,,1320,1000,848,756,691,513,448,,,,,,,
2017-02-25,565,,511,,1340,1030,852,754,699,531,464,,,,,,,
2017-02-26,565,,511,,1290,1010,826,739,688,525,461,,,,,,,
2017-02-27,565,,511,,1270,1010,807,734,677,521,465,,,,,,,
2017-02-28,565,,511,,1340,1060,854,779,716,548,509,,,,,,,
2017-03-01,565,,511,,1370,1120,900,814,753,588,529,,,,,,,
2017-03-02,565,,511,,1300,1120,878,802,747,589,517,,,,,,,
2017-03-03,565,,511,,1300,1110,871,793,736,586,505,,,,,,,
2017-03-04,565,,511,,1270,1090,865,792,731,580,494,,,,,,,
2017-03-05,565,,511,,1230,1070,830,785,725,568,489,,,,,,,
2017-03-06,565,,511,,1190,1020,812,766,711,557,481,,,,,,,
2017-03-07,565,,511,,1210,1040,820,766,720,568,491,,,,,,,
2017-03-08,565,,511,,1190,1020,807,758,689,562,488,,,,,,,
2017-03-09,565,,511,,1150,1000,792,750,670,518,484,,,,,,,
2017-03-10,565,,511,,1130,1000,791,752,652,514,486,,,,,,,
2017-03-11,565,,511,,1110,989,782,740,647,507,483,,,,,,,
2017-03-12,565,,511,,1090,955,767,719,636,497,478,,,,,,,
