Date,Average,Observed Accumulation,Observed Total,Normal Accumulation,ESP 10,ESP 50,ESP 90,ESP 10 (wo Obs),ESP 50 (wo Obs),ESP 90 (wo Obs)
2012-12-29,245,,82.9,,237,137,75.6,,,
2012-12-30,245,,82.9,,237,136,75.3,,,
2012-12-31,245,,82.9,,243,140,79.7,,,
2013-01-01,245,,82.9,,245,143,78.3,,,
2013-01-02,245,,82.9,,244,143,77.9,,,
2013-01-03,245,,82.9,,244,142,77.5,,,
2013-01-04,245,,82.9,,243,139,77,,,
2013-01-05,245,,82.9,,240,137,76.4,,,
2013-01-06,245,,82.9,,223,123,69.1,,,
2013-01-07,245,,82.9,,237,127,75.2,,,
2013-01-08,245,,82.9,,237,123,74.9,,,
2013-01-09,245,,82.9,,237,114,74.9,,,
2013-01-10,245,,82.9,,237,112,74.6,,,
2013-01-11,245,,82.9,,221,101,68.8,,,
2013-01-12,245,,82.9,,,,,,,
2013-01-13,245,,82.9,,,,,,,
2013-01-14,245,,82.9,,230,115,77.4,,,
2013-01-15,245,,82.9,,226,114,77.3,,,
2013-01-16,245,,82.9,,224,110,77,,,
2013-01-17,245,,82.9,,218,110,74.1,,,
2013-01-18,245,,82.9,,212,109,67.2,,,
2013-01-19,245,,82.9,,194,109,67.3,,,
2013-01-20,245,,82.9,,190,107,67.1,,,
2013-01-21,245,,82.9,,190,106,66.4,,,
2013-01-22,245,,82.9,,192,106,65.6,,,
2013-01-23,245,,82.9,,193,106,63.7,,,
2013-01-24,245,,82.9,,192,106,63.8,,,
2013-01-25,245,,82.9,,191,105,62.8,,,
2013-01-26,245,,82.9,,,,,,,
2013-01-27,245,,82.9,,,,,,,
2013-01-28,245,,82.9,,231,134,78.5,,,
2013-01-29,245,,82.9,,244,144,87.1,,,
2013-01-30,245,,82.9,,243,142,85.6,,,
2013-01-31,245,,82.9,,259,154,94.7,,,
2013-02-01,245,,82.9,,,,,,,
2013-02-02,245,,82.9,,248,137,89.6,,,
2013-02-03,245,,82.9,,248,137,84.9,,,
2013-02-04,245,,82.9,,253,144,87.2,,,
2013-02-05,245,,82.9,,252,144,84.4,,,
2013-02-06,245,,82.9,,253,144,83.3,,,
2013-02-07,245,,82.9,,253,143,83.3,,,
2013-02-08,245,,82.9,,253,143,82.7,,,
2013-02-09,245,,82.9,,251,141,82.1,,,
2013-02-10,245,,82.9,,263,148,85.2,,,
2013-02-11,245,,82.9,,272,149,88.2,,,
2013-02-12,245,,82.9,,272,145,88.8,,,
2013-02-13,245,,82.9,,273,144,89,,,
2013-02-14,245,,82.9,,272,143,89,,,
2013-02-15,245,,82.9,,263,141,83.6,,,
2013-02-16,245,,82.9,,264,141,83.5,,,
2013-02-17,245,,82.9,,264,135,82.8,,,
2013-02-18,245,,82.9,,254,134,82.7,,,
2013-02-19,245,,82.9,,236,131,81.8,,,
2013-02-20,245,,82.9,,214,130,81.7,,,
2013-02-21,245,,82.9,,214,137,87.6,,,
2013-02-22,245,,82.9,,217,141,88.2,,,
2013-02-23,245,,82.9,,216,143,86.4,,,
2013-02-24,245,,82.9,,219,145,84.9,,,
2013-02-25,245,,82.9,,221,143,84.6,,,
2013-02-26,245,,82.9,,221,141,79.9,,,
2013-02-27,245,,82.9,,221,138,78.8,,,
2013-02-28,245,,82.9,,222,137,78.1,,,
2013-03-01,245,,82.9,,,,,,,
2013-03-02,245,,82.9,,,,,,,
2013-03-03,245,,82.9,,220,128,76,,,
2013-03-04,245,,82.9,,223,129,77.7,,,
2013-03-05,245,,82.9,,226,131,79,,,
2013-03-06,245,,82.9,,224,128,77.4,,,
2013-03-07,245,,82.9,,222,127,76,,,
2013-03-08,245,,82.9,,220,126,75.2,,,
2013-03-09,245,,82.9,,233,138,80.1,,,
2013-03-10,245,,82.9,,228,142,81.8,,,
2013-03-11,245,,82.9,,212,138,82.4,,,
2013-03-12,245,,82.9,,206,134,81,,,
2013-03-13,245,,82.9,,205,131,80.9,,,
2013-03-14,245,,82.9,,203,128,80.8,,,
2013-03-15,245,,82.9,,200,128,80.6,,,
2013-03-16,245,,82.9,,199,136,85.1,,,
2013-03-17,245,,82.9,,197,134,84.1,,,
2013-03-18,245,,82.9,,198,135,85.4,,,
2013-03-19,245,,82.9,,194,133,84.9,,,
2013-03-20,245,,82.9,,190,130,84.7,,,
2013-03-21,245,,82.9,,,,,,,
2013-03-22,245,,82.9,,,,,,,
2013-03-23,245,,82.9,,,,,,,
2013-03-24,245,,82.9,,188,129,88.8,,,
2013-03-25,245,,82.9,,,,,,,
2013-03-26,245,,82.9,,183,126,87.9,,,
2013-03-27,245,,82.9,,,,,,,
2013-03-28,245,,82.9,,178,120,86.6,,,
2013-03-29,245,,82.9,,174,118,85.8,,,
2013-03-30,245,,82.9,,166,114,85.7,,,
2013-03-31,245,,82.9,,164,111,80.3,,,
2013-04-01,245,,82.9,1.51,163,110,80.1,,,
2013-04-02,245,0.19,82.9,3.02,156,108,78.8,,,
2013-04-03,245,0.42,82.9,4.53,154,106,76.9,,,
2013-04-04,245,0.66,82.9,6.04,152,102,76.2,,,
2013-04-05,245,0.88,82.9,7.55,150,96.8,75.2,,,
2013-04-06,245,1.12,82.9,9.06,150,95.1,74.4,,,
2013-04-07,245,1.4,82.9,10.6,150,94.5,73.6,,,
2013-04-08,245,1.68,82.9,12.1,149,94.2,73.7,,,
2013-04-09,245,1.98,82.9,13.6,156,98.2,75.7,,,
2013-04-10,245,2.25,82.9,15.1,163,104,78.5,,,
2013-04-11,245,2.5,82.9,16.6,164,103,78,,,
2013-04-12,245,2.69,82.9,18.1,151,102,78.8,,,
2013-04-13,245,2.87,82.9,19.6,150,99.7,78.7,,,
2013-04-14,245,3.04,82.9,21.1,149,98.2,77.1,,,
2013-04-15,245,3.24,82.9,22.7,151,99.8,78,,,
2013-04-16,245,3.53,82.9,24.2,149,99.9,77.5,,,
2013-04-17,245,3.85,82.9,25.7,147,97.7,75.6,,,
2013-04-18,245,4.22,82.9,27.2,147,99.2,75.6,,,
2013-04-19,245,4.7,82.9,28.7,142,99.1,75.7,,,
2013-04-20,245,5.03,82.9,30.2,131,99.6,75.6,,,
2013-04-21,245,5.31,82.9,31.7,131,102,75.5,,,
2013-04-22,245,5.59,82.9,33.2,130,102,75.2,,,
2013-04-23,245,5.84,82.9,34.7,128,100,73.9,,,
2013-04-24,245,6.21,82.9,36.2,128,98,72.9,,,
2013-04-25,245,6.85,82.9,37.8,127,97.7,75.1,,,
2013-04-26,245,7.56,82.9,39.3,126,98.8,78.4,,,
2013-04-27,245,8.45,82.9,40.8,122,97.4,77.9,,,
2013-04-28,245,9.41,82.9,42.3,121,94.9,77.5,,,
2013-04-29,245,10.7,82.9,43.8,133,108,87.1,,,
2013-04-30,245,12.4,82.9,45.3,133,105,85.2,,,
2013-05-01,245,15.6,82.9,49,131,105,83,,,
2013-05-02,245,17.9,82.9,52.6,126,101,84.7,,,
2013-05-03,245,20,82.9,56.2,127,102,84.9,,,
2013-05-04,245,21.8,82.9,59.9,124,100,84.9,,,
2013-05-05,245,23.4,82.9,63.5,,,,,,
2013-05-06,245,25.1,82.9,67.2,114,95.6,83.5,,,
2013-05-07,245,26.6,82.9,70.8,117,98.9,86.2,,,
2013-05-08,245,27.9,82.9,74.5,116,98.5,87.9,,,
2013-05-09,245,29.1,82.9,78.1,121,103,92.3,,,
2013-05-10,245,30.1,82.9,81.8,123,106,94.1,,,
2013-05-11,245,31,82.9,85.4,121,105,94.2,,,
2013-05-12,245,31.8,82.9,89.1,117,99.5,90,,,
2013-05-13,245,32.6,82.9,92.7,117,96.2,88.1,,,
2013-05-14,245,33.4,82.9,96.4,116,95.8,87.1,,,
2013-05-15,245,34.4,82.9,100,114,94.9,87,,,
2013-05-16,245,35.8,82.9,104,114,94.4,87.9,,,
2013-05-17,245,37.5,82.9,107,111,94.4,88.2,,,
2013-05-18,245,39.8,82.9,111,111,93.8,87.1,,,
2013-05-19,245,42.2,82.9,115,111,94.6,88.1,,,
2013-05-20,245,44.4,82.9,118,109,94.9,89,,,
2013-05-21,245,,82.9,122,,,,,,
2013-05-22,245,47.6,82.9,126,,,,,,
2013-05-23,245,49,82.9,129,108,95.1,88.2,,,
2013-05-24,245,50.5,82.9,133,111,98.3,90.4,,,
2013-05-25,245,52.4,82.9,137,110,98.1,90.6,,,
2013-05-26,245,54.4,82.9,140,109,95.5,89.7,,,
2013-05-27,245,56.3,82.9,144,,,,,,
2013-05-28,245,58.2,82.9,147,107,94.6,89.5,,,
2013-05-29,245,59.9,82.9,151,106,94.1,88.9,,,
2013-05-30,245,61.4,82.9,155,,,,,,
2013-05-31,245,62.7,82.9,158,103,93.7,88.2,,,
2013-06-01,245,63,82.9,161,,,,,,
2013-06-02,245,64,82.9,163,,,,,,
2013-06-03,245,64.9,82.9,165,97.7,90,85,,,
2013-06-04,245,65.8,82.9,168,96.3,89.2,84.7,,,
2013-06-05,245,66.7,82.9,170,95.5,88.9,84.6,,,
2013-06-06,245,67.5,82.9,172,94.4,89.1,84.4,,,
2013-06-07,245,68.3,82.9,175,94.2,89.1,84.3,,,
2013-06-08,245,69,82.9,177,93.5,88.7,84.2,,,
2013-06-09,245,69.7,82.9,179,92.9,86.8,83.9,,,
2013-06-10,245,70.4,82.9,182,92.5,86.5,83.6,,,
2013-06-11,245,71,82.9,184,90,84.8,83,,,
2013-06-12,245,,82.9,187,,,,18.3,13.1,11.3
2013-06-13,245,72.1,82.9,189,87.5,84.1,82.3,,,
2013-06-14,245,72.5,82.9,191,,,,,,
2013-06-15,245,72.9,82.9,194,87,83.7,82.2,,,
2013-06-16,245,73.3,82.9,196,86.9,83.6,82.1,,,
2013-06-17,245,73.7,82.9,198,86.9,83.5,82,,,
2013-06-18,245,73.9,82.9,201,86.4,83.3,81.9,,,
2013-06-19,245,74.2,82.9,203,86.3,83.1,81.8,,,
2013-06-20,245,74.4,82.9,205,86.1,82.9,81.7,,,
2013-06-21,245,74.6,82.9,208,,,,,,
2013-06-22,245,74.8,82.9,210,85.9,82.5,81.4,,,
2013-06-23,245,75,82.9,212,85.7,82.4,81.3,,,
2013-06-24,245,75.2,82.9,215,85.3,81.9,80.8,,,
2013-06-25,245,75.3,82.9,217,85.2,81.8,80.8,,,
2013-06-26,245,75.5,82.9,219,85.1,81.6,80.7,,,
2013-06-27,245,75.7,82.9,222,85,81.5,80.6,,,
2013-06-28,245,75.8,82.9,224,,,,,,
2013-06-29,245,,82.9,226,,,,,,
2013-06-30,245,76.1,82.9,229,,,,,,
2013-07-01,245,76.8,82.9,229,,,,,,
2013-07-02,245,77,82.9,230,,,,,,
2013-07-03,245,77.1,82.9,231,,,,,,
2013-07-04,245,77.2,82.9,232,,,,,,
2013-07-05,245,,82.9,232,,,,6.91,3.92,3.14
2013-07-06,245,77.5,82.9,233,84.3,81.2,80.4,,,
2013-07-07,245,77.6,82.9,234,84.2,81.1,80.4,,,
2013-07-08,245,77.7,82.9,234,84.2,81.1,80.4,,,
2013-07-09,245,77.8,82.9,235,84.1,80.9,80.3,,,
2013-07-10,245,77.8,82.9,236,84.2,80.8,80.3,,,
2013-07-11,245,77.9,82.9,237,,,,,,
2013-07-12,245,78,82.9,237,,,,,,
2013-07-13,245,78.1,82.9,238,84,81.1,80.4,,,
2013-07-14,245,78.2,82.9,239,84.2,81.1,80.5,,,
2013-07-15,245,78.4,82.9,239,83.9,81.4,80.7,,,
2013-07-16,245,78.6,82.9,240,83.7,81.2,80.6,,,
2013-07-17,245,78.8,82.9,241,83.6,81.3,80.7,,,
2013-07-18,245,79,82.9,242,83.2,81.3,80.7,,,
2013-07-19,245,79.3,82.9,242,,,,,,
2013-07-20,245,79.6,82.9,243,83.4,81.7,81.1,,,
2013-07-21,245,79.9,82.9,244,,,,,,
2013-07-22,245,80.2,82.9,245,83.2,81.7,81.3,,,
2013-07-23,245,80.4,82.9,245,83.3,81.8,81.5,,,
2013-07-24,245,80.7,82.9,246,82.8,81.8,81.6,,,
2013-07-25,245,80.9,82.9,247,82.9,81.7,81.7,,,
2013-07-26,245,81.1,82.9,247,82.9,81.8,81.8,,,
2013-07-27,245,81.2,82.9,248,,,,,,
2013-07-28,245,81.4,82.9,249,,,,,,
2013-07-29,245,81.6,82.9,250,83.4,83,83,,,
2013-07-30,245,81.8,82.9,250,83.4,83.2,83.2,,,
2013-07-31,245,82.4,82.9,251,83.1,83.1,83.1,,,
2013-08-01,245,82.9,82.9,,,,,,,
2013-08-02,245,,82.9,,,,,,,
2013-08-03,245,,82.9,,,,,,,
2013-08-04,245,,82.9,,,,,,,
2013-08-05,245,,82.9,,,,,,,
2013-08-06,245,,82.9,,,,,,,
2013-08-07,245,,82.9,,,,,,,
2013-08-08,245,,82.9,,,,,,,
2013-08-09,245,,82.9,,,,,,,
2013-08-10,245,,82.9,,,,,,,
2013-08-11,245,,82.9,,,,,,,
2013-08-12,245,,82.9,,,,,,,
2013-08-13,245,,82.9,,,,,,,
2013-08-14,245,,82.9,,,,,,,
2013-08-15,245,,82.9,,,,,,,
2013-08-16,245,,82.9,,,,,,,
2013-08-17,245,,82.9,,,,,,,
2013-08-18,245,,82.9,,,,,,,
2013-08-19,245,,82.9,,,,,,,
2013-08-20,245,,82.9,,,,,,,
2013-08-21,245,,82.9,,,,,,,
2013-08-22,245,,82.9,,,,,,,
2013-08-23,245,,82.9,,,,,,,
2013-08-24,245,,82.9,,,,,,,
2013-08-25,245,,82.9,,,,,,,
2013-08-26,245,,82.9,,,,,,,
2013-08-27,245,,82.9,,,,,,,
2013-08-28,245,,82.9,,,,,,,
2013-08-29,245,,82.9,,,,,,,
2013-08-30,245,,82.9,,,,,,,
2013-08-31,245,,82.9,,,,,,,
2013-09-01,245,,82.9,,,,,,,
2013-09-02,245,,82.9,,,,,,,
2013-09-03,245,,82.9,,,,,,,
2013-09-04,245,,82.9,,,,,,,
2013-09-05,245,,82.9,,,,,,,
2013-09-06,245,,82.9,,,,,,,
2013-09-07,245,,82.9,,,,,,,
2013-09-08,245,,82.9,,,,,,,
2013-09-09,245,,82.9,,,,,,,
2013-09-10,245,,82.9,,,,,,,
2013-09-11,245,,82.9,,,,,,,
2013-09-12,245,,82.9,,,,,,,
2013-09-13,245,,82.9,,,,,,,
2013-09-14,245,,82.9,,,,,,,
2013-09-15,245,,82.9,,,,,,,
2013-09-16,245,,82.9,,,,,,,
2013-09-17,245,,82.9,,,,,,,
2013-09-18,245,,82.9,,,,,,,
2013-09-19,245,,82.9,,,,,,,
2013-09-20,245,,82.9,,,,,,,
2013-09-21,245,,82.9,,,,,,,
2013-09-22,245,,82.9,,,,,,,
2013-09-23,245,,82.9,,,,,,,
2013-09-24,245,,82.9,,,,,,,
2013-09-25,245,,82.9,,,,,,,
2013-09-26,245,,82.9,,,,,,,
2013-09-27,245,,82.9,,,,,,,
2013-09-28,245,,82.9,,,,,,,
2013-09-29,245,,82.9,,,,,,,
2013-09-30,245,,82.9,,,,,,,
,,,,,,,,,,
