Date,Average,Observed Accumulation,Observed Total,Normal Accumulation,ESP max,ESP 10,ESP 30,ESP 50,ESP 70,ESP 90,ESP min,ESP max (wo Obs),ESP 10 (wo Obs),ESP 30 (wo Obs),ESP 50 (wo Obs),ESP 70 (wo Obs),ESP 90 (wo Obs),ESP min (wo Obs)
2016-10-01,295,,346,,,,,,,,,,,,,,,
2016-10-02,295,,346,,,,,,,,,,,,,,,
2016-10-03,295,,346,,,,,,,,,,,,,,,
2016-10-04,295,,346,,,,,,,,,,,,,,,
2016-10-05,295,,346,,,,,,,,,,,,,,,
2016-10-06,295,,346,,,,,,,,,,,,,,,
2016-10-07,295,,346,,,,,,,,,,,,,,,
2016-10-08,295,,346,,,,,,,,,,,,,,,
2016-10-09,295,,346,,,,,,,,,,,,,,,
2016-10-10,295,,346,,,,,,,,,,,,,,,
2016-10-11,295,,346,,,,,,,,,,,,,,,
2016-10-12,295,,346,,,,,,,,,,,,,,,
2016-10-13,295,,346,,,,,,,,,,,,,,,
2016-10-14,295,,346,,,,,,,,,,,,,,,
2016-10-15,295,,346,,,,,,,,,,,,,,,
2016-10-16,295,,346,,,,,,,,,,,,,,,
2016-10-17,295,,346,,,,,,,,,,,,,,,
2016-10-18,295,,346,,,,,,,,,,,,,,,
2016-10-19,295,,346,,,,,,,,,,,,,,,
2016-10-20,295,,346,,,,,,,,,,,,,,,
2016-10-21,295,,346,,,,,,,,,,,,,,,
2016-10-22,295,,346,,,,,,,,,,,,,,,
2016-10-23,295,,346,,,,,,,,,,,,,,,
2016-10-24,295,,346,,,,,,,,,,,,,,,
2016-10-25,295,,346,,,,,,,,,,,,,,,
2016-10-26,295,,346,,,,,,,,,,,,,,,
2016-10-27,295,,346,,,,,,,,,,,,,,,
2016-10-28,295,,346,,,,,,,,,,,,,,,
2016-10-29,295,,346,,,,,,,,,,,,,,,
2016-10-30,295,,346,,,,,,,,,,,,,,,
2016-10-31,295,,346,,,,,,,,,,,,,,,
2016-11-01,295,,346,,,,,,,,,,,,,,,
2016-11-02,295,,346,,,,,,,,,,,,,,,
2016-11-03,295,,346,,,,,,,,,,,,,,,
2016-11-04,295,,346,,,,,,,,,,,,,,,
2016-11-05,295,,346,,,,,,,,,,,,,,,
2016-11-06,295,,346,,,,,,,,,,,,,,,
2016-11-07,295,,346,,,,,,,,,,,,,,,
2016-11-08,295,,346,,,,,,,,,,,,,,,
2016-11-09,295,,346,,,,,,,,,,,,,,,
2016-11-10,295,,346,,,,,,,,,,,,,,,
2016-11-11,295,,346,,,,,,,,,,,,,,,
2016-11-12,295,,346,,,,,,,,,,,,,,,
2016-11-13,295,,346,,,,,,,,,,,,,,,
2016-11-14,295,,346,,,,,,,,,,,,,,,
2016-11-15,295,,346,,,,,,,,,,,,,,,
2016-11-16,295,,346,,,,,,,,,,,,,,,
2016-11-17,295,,346,,,,,,,,,,,,,,,
2016-11-18,295,,346,,,,,,,,,,,,,,,
2016-11-19,295,,346,,,,,,,,,,,,,,,
2016-11-20,295,,346,,,,,,,,,,,,,,,
2016-11-21,295,,346,,,,,,,,,,,,,,,
2016-11-22,295,,346,,,,,,,,,,,,,,,
2016-11-23,295,,346,,,,,,,,,,,,,,,
2016-11-24,295,,346,,,,,,,,,,,,,,,
2016-11-25,295,,346,,,,,,,,,,,,,,,
2016-11-26,295,,346,,,,,,,,,,,,,,,
2016-11-27,295,,346,,,,,,,,,,,,,,,
2016-11-28,295,,346,,,,,,,,,,,,,,,
2016-11-29,295,,346,,,,,,,,,,,,,,,
2016-11-30,295,,346,,,,,,,,,,,,,,,
2016-12-01,295,,346,,,,,,,,,,,,,,,
2016-12-02,295,,346,,,,,,,,,,,,,,,
2016-12-03,295,,346,,,,,,,,,,,,,,,
2016-12-04,295,,346,,,,,,,,,,,,,,,
2016-12-05,295,,346,,,,,,,,,,,,,,,
2016-12-06,295,,346,,,,,,,,,,,,,,,
2016-12-07,295,,346,,,,,,,,,,,,,,,
2016-12-08,295,,346,,,,,,,,,,,,,,,
2016-12-09,295,,346,,449,376,249,206,175,131,65.7,,,,,,,
2016-12-10,295,,346,,451,375,251,207,176,131,65.5,,,,,,,
2016-12-11,295,,346,,457,378,256,212,175,133,66.6,,,,,,,
2016-12-12,295,,346,,461,379,260,213,179,135,68.8,,,,,,,
2016-12-13,295,,346,,444,378,259,212,174,136,68.8,,,,,,,
2016-12-14,295,,346,,444,371,260,212,174,137,68.9,,,,,,,
2016-12-15,295,,346,,441,366,258,209,171,134,66.8,,,,,,,
2016-12-16,295,,346,,446,372,264,214,176,136,69.9,,,,,,,
2016-12-17,295,,346,,491,411,297,244,205,165,84,,,,,,,
2016-12-18,295,,346,,494,417,300,246,206,164,85.7,,,,,,,
2016-12-19,295,,346,,484,413,297,246,205,157,85.6,,,,,,,
2016-12-20,295,,346,,489,410,299,249,207,158,85.2,,,,,,,
