Date,Average,Observed Accumulation,Observed Total,Normal Accumulation,ESP max,ESP 10,ESP 30,ESP 50,ESP 70,ESP 90,ESP min,ESP max (wo Obs),ESP 10 (wo Obs),ESP 30 (wo Obs),ESP 50 (wo Obs),ESP 70 (wo Obs),ESP 90 (wo Obs),ESP min (wo Obs)
2015-10-01,245,,224,,,,,,,,,,,,,,,
2015-10-02,245,,224,,,,,,,,,,,,,,,
2015-10-03,245,,224,,,,,,,,,,,,,,,
2015-10-04,245,,224,,,,,,,,,,,,,,,
2015-10-05,245,,224,,,,,,,,,,,,,,,
2015-10-06,245,,224,,,,,,,,,,,,,,,
2015-10-07,245,,224,,,,,,,,,,,,,,,
2015-10-08,245,,224,,,,,,,,,,,,,,,
2015-10-09,245,,224,,,,,,,,,,,,,,,
2015-10-10,245,,224,,,,,,,,,,,,,,,
2015-10-11,245,,224,,,,,,,,,,,,,,,
2015-10-12,245,,224,,,,,,,,,,,,,,,
2015-10-13,245,,224,,,,,,,,,,,,,,,
2015-10-14,245,,224,,,,,,,,,,,,,,,
2015-10-15,245,,224,,,,,,,,,,,,,,,
2015-10-16,245,,224,,,,,,,,,,,,,,,
2015-10-17,245,,224,,,,,,,,,,,,,,,
2015-10-18,245,,224,,,,,,,,,,,,,,,
2015-10-19,245,,224,,,,,,,,,,,,,,,
2015-10-20,245,,224,,,,,,,,,,,,,,,
2015-10-21,245,,224,,,,,,,,,,,,,,,
2015-10-22,245,,224,,,,,,,,,,,,,,,
2015-10-23,245,,224,,,,,,,,,,,,,,,
2015-10-24,245,,224,,,,,,,,,,,,,,,
2015-10-25,245,,224,,,,,,,,,,,,,,,
2015-10-26,245,,224,,,,,,,,,,,,,,,
2015-10-27,245,,224,,,,,,,,,,,,,,,
2015-10-28,245,,224,,,,,,,,,,,,,,,
2015-10-29,245,,224,,,,,,,,,,,,,,,
2015-10-30,245,,224,,,,,,,,,,,,,,,
2015-10-31,245,,224,,,,,,,,,,,,,,,
