Date,Average,Observed Accumulation,Observed Total,Normal Accumulation,ESP 10,ESP 50,ESP 90,ESP 10 (wo Obs),ESP 50 (wo Obs),ESP 90 (wo Obs)
2013-01-06,565,,152,,605,264,153,,,
2013-01-07,565,,152,,624,282,162,,,
2013-01-08,565,,152,,586,280,161,,,
2013-01-09,565,,152,,552,280,157,,,
2013-01-10,565,,152,,545,277,155,,,
2013-01-11,565,,152,,505,257,144,,,
2013-01-12,565,,152,,,,,,,
2013-01-13,565,,152,,,,,,,
2013-01-14,565,,152,,511,272,163,,,
2013-01-15,565,,152,,494,266,161,,,
2013-01-16,565,,152,,483,256,158,,,
2013-01-17,565,,152,,471,252,150,,,
2013-01-18,565,,152,,449,240,133,,,
2013-01-19,565,,152,,422,239,132,,,
2013-01-20,565,,152,,417,237,131,,,
2013-01-21,565,,152,,416,234,130,,,
2013-01-22,565,,152,,423,230,131,,,
2013-01-23,565,,152,,422,230,130,,,
2013-01-24,565,,152,,422,230,129,,,
2013-01-25,565,,152,,413,227,129,,,
2013-01-26,565,,152,,,,,,,
2013-01-27,565,,152,,,,,,,
2013-01-28,565,,152,,525,289,168,,,
2013-01-29,565,,152,,560,314,185,,,
2013-01-30,565,,152,,534,311,183,,,
2013-01-31,565,,152,,560,335,199,,,
2013-02-01,565,,152,,,,,,,
2013-02-02,565,,152,,536,309,185,,,
2013-02-03,565,,152,,535,306,174,,,
2013-02-04,565,,152,,538,324,180,,,
2013-02-05,565,,152,,523,323,179,,,
2013-02-06,565,,152,,524,324,180,,,
2013-02-07,565,,152,,525,324,180,,,
2013-02-08,565,,152,,521,312,179,,,
2013-02-09,565,,152,,516,303,179,,,
2013-02-10,565,,152,,541,322,190,,,
2013-02-11,565,,152,,573,343,199,,,
2013-02-12,565,,152,,577,334,201,,,
2013-02-13,565,,152,,563,329,202,,,
2013-02-14,565,,152,,532,320,205,,,
2013-02-15,565,,152,,534,321,197,,,
2013-02-16,565,,152,,515,320,197,,,
2013-02-17,565,,152,,518,308,197,,,
2013-02-18,565,,152,,518,305,198,,,
2013-02-19,565,,152,,512,294,196,,,
2013-02-20,565,,152,,511,286,197,,,
2013-02-21,565,,152,,524,296,206,,,
2013-02-22,565,,152,,542,310,207,,,
2013-02-23,565,,152,,545,316,203,,,
2013-02-24,565,,152,,553,321,201,,,
2013-02-25,565,,152,,562,311,195,,,
2013-02-26,565,,152,,553,309,187,,,
2013-02-27,565,,152,,554,304,185,,,
2013-02-28,565,,152,,557,301,184,,,
2013-03-01,565,,152,,,,,,,
2013-03-02,565,,152,,,,,,,
2013-03-03,565,,152,,542,283,176,,,
2013-03-04,565,,152,,552,290,182,,,
2013-03-05,565,,152,,538,293,184,,,
2013-03-06,565,,152,,483,290,179,,,
2013-03-07,565,,152,,482,283,176,,,
2013-03-08,565,,152,,476,276,173,,,
2013-03-09,565,,152,,501,290,184,,,
2013-03-10,565,,152,,506,297,188,,,
2013-03-11,565,,152,,506,295,190,,,
2013-03-12,565,,152,,482,289,186,,,
2013-03-13,565,,152,,465,287,186,,,
2013-03-14,565,,152,,462,284,185,,,
2013-03-15,565,,152,,459,284,184,,,
2013-03-16,565,,152,,469,297,198,,,
2013-03-17,565,,152,,437,283,192,,,
2013-03-18,565,,152,,441,286,195,,,
2013-03-19,565,,152,,431,279,191,,,
2013-03-20,565,,152,,420,278,190,,,
2013-03-21,565,,152,,,,,,,
2013-03-22,565,,152,,,,,,,
2013-03-23,565,,152,,,,,,,
2013-03-24,565,,152,,393,258,175,,,
2013-03-25,565,,152,,,,,,,
2013-03-26,565,,152,,389,263,175,,,
2013-03-27,565,,152,,,,,,,
2013-03-28,565,,152,,363,246,170,,,
2013-03-29,565,,152,,365,249,177,,,
2013-03-30,565,,152,,356,242,175,,,
2013-03-31,565,,152,,348,235,169,,,
2013-04-01,565,,152,4.99,345,230,161,,,
2013-04-02,565,0.52,152,9.98,324,228,156,,,
2013-04-03,565,1.02,152,15,318,226,152,,,
2013-04-04,565,1.6,152,20,314,214,151,,,
2013-04-05,565,2.2,152,24.9,311,203,149,,,
2013-04-06,565,2.74,152,29.9,308,199,148,,,
2013-04-07,565,3.32,152,34.9,308,195,141,,,
2013-04-08,565,4,152,39.9,305,193,141,,,
2013-04-09,565,4.77,152,44.9,317,201,147,,,
2013-04-10,565,5.68,152,49.9,331,211,154,,,
2013-04-11,565,6.65,152,54.9,343,218,161,,,
2013-04-12,565,7.4,152,59.9,339,219,163,,,
2013-04-13,565,8.08,152,64.8,335,214,162,,,
2013-04-14,565,8.73,152,69.8,337,211,154,,,
2013-04-15,565,9.42,152,74.8,343,216,156,,,
2013-04-16,565,10.2,152,79.8,338,214,153,,,
2013-04-17,565,11.3,152,84.8,336,214,154,,,
2013-04-18,565,12.4,152,89.8,338,218,158,,,
2013-04-19,565,13.7,152,94.8,322,217,158,,,
2013-04-20,565,14.7,152,99.8,304,217,156,,,
2013-04-21,565,15.5,152,105,295,219,157,,,
2013-04-22,565,16.2,152,110,277,218,157,,,
2013-04-23,565,16.9,152,115,273,214,156,,,
2013-04-24,565,17.6,152,120,272,206,154,,,
2013-04-25,565,18.6,152,125,270,203,158,,,
2013-04-26,565,19.7,152,130,257,199,161,,,
2013-04-27,565,21.2,152,135,253,197,158,,,
2013-04-28,565,22.6,152,140,254,192,156,,,
2013-04-29,565,24.1,152,145,264,202,160,,,
2013-04-30,565,26.2,152,150,255,190,152,,,
2013-05-01,565,31.1,152,157,241,179,148,,,
2013-05-02,565,34,152,165,235,181,150,,,
2013-05-03,565,36.9,152,173,230,180,151,,,
2013-05-04,565,39.6,152,180,224,177,151,,,
2013-05-05,565,41.9,152,188,,,,,,
2013-05-06,565,44.3,152,195,220,174,152,,,
2013-05-07,565,46.6,152,203,229,183,160,,,
2013-05-08,565,48.8,152,211,220,183,162,,,
2013-05-09,565,50.7,152,218,233,192,170,,,
2013-05-10,565,52.6,152,226,213,174,151,,,
2013-05-11,565,54.4,152,234,211,173,151,,,
2013-05-12,565,56.1,152,241,210,171,150,,,
2013-05-13,565,57.6,152,249,207,166,148,,,
2013-05-14,565,59.1,152,257,198,158,141,,,
2013-05-15,565,60.6,152,264,189,147,128,,,
2013-05-16,565,62.6,152,272,165,131,120,,,
2013-05-17,565,65.2,152,280,156,130,120,,,
2013-05-18,565,68.3,152,287,155,131,120,,,
2013-05-19,565,72,152,295,161,134,124,,,
2013-05-20,565,75.6,152,302,168,141,129,,,
2013-05-21,565,,152,310,,,,,,
2013-05-22,565,81.7,152,318,,,,,,
2013-05-23,565,84,152,325,167,142,132,,,
2013-05-24,565,86.5,152,333,169,144,136,,,
2013-05-25,565,89.1,152,341,166,146,138,,,
2013-05-26,565,92.1,152,348,165,146,140,,,
2013-05-27,565,95.3,152,356,,,,,,
2013-05-28,565,98.4,152,364,167,149,144,,,
2013-05-29,565,102,152,371,167,151,145,,,
2013-05-30,565,105,152,379,,,,,,
2013-05-31,565,107,152,387,161,150,146,,,
2013-06-01,565,110,152,391,,,,,,
2013-06-02,565,112,152,396,,,,,,
2013-06-03,565,113,152,400,163,153,149,,,
2013-06-04,565,115,152,405,162,153,149,,,
2013-06-05,565,116,152,409,161,154,150,,,
2013-06-06,565,118,152,414,163,157,153,,,
2013-06-07,565,120,152,418,163,158,153,,,
2013-06-08,565,121,152,423,163,157,153,,,
2013-06-09,565,123,152,427,162,156,153,,,
2013-06-10,565,124,152,432,162,156,153,,,
2013-06-11,565,126,152,437,161,156,153,,,
2013-06-12,565,,152,441,,,,33.9,28,26.1
2013-06-13,565,129,152,446,154,148,147,,,
2013-06-14,565,130,152,450,,,,,,
2013-06-15,565,131,152,455,155,149,147,,,
2013-06-16,565,133,152,459,154,149,148,,,
2013-06-17,565,133,152,464,153,149,148,,,
2013-06-18,565,134,152,468,165,160,158,,,
2013-06-19,565,135,152,473,165,160,157,,,
2013-06-20,565,136,152,477,165,160,157,,,
2013-06-21,565,136,152,482,,,,,,
2013-06-22,565,137,152,486,164,159,156,,,
2013-06-23,565,137,152,491,163,158,156,,,
2013-06-24,565,138,152,496,161,157,154,,,
2013-06-25,565,138,152,500,161,156,154,,,
2013-06-26,565,139,152,505,160,155,153,,,
2013-06-27,565,139,152,509,160,155,153,,,
2013-06-28,565,139,152,514,,,,,,
2013-06-29,565,,152,518,,,,,,
2013-06-30,565,140,152,523,,,,,,
2013-07-01,565,138,152,524,,,,,,
2013-07-02,565,138,152,526,,,,,,
2013-07-03,565,138,152,528,,,,,,
2013-07-04,565,138,152,529,,,,,,
2013-07-05,565,,152,531,,,,15.2,10.6,9.35
2013-07-06,565,139,152,532,154,149,148,,,
2013-07-07,565,139,152,534,153,149,147,,,
2013-07-08,565,139,152,536,153,148,147,,,
2013-07-09,565,139,152,537,153,148,147,,,
2013-07-10,565,139,152,539,152,147,147,,,
2013-07-11,565,139,152,540,,,,,,
2013-07-12,565,139,152,542,,,,,,
2013-07-13,565,139,152,544,152,147,146,,,
2013-07-14,565,140,152,545,152,147,146,,,
2013-07-15,565,140,152,547,152,147,146,,,
2013-07-16,565,140,152,548,151,146,145,,,
2013-07-17,565,140,152,550,152,146,145,,,
2013-07-18,565,141,152,552,153,147,146,,,
2013-07-19,565,141,152,553,,,,,,
2013-07-20,565,142,152,555,154,149,147,,,
2013-07-21,565,143,152,556,,,,,,
2013-07-22,565,144,152,558,151,149,148,,,
2013-07-23,565,145,152,560,151,149,148,,,
2013-07-24,565,145,152,561,150,149,149,,,
2013-07-25,565,146,152,563,149,149,149,,,
2013-07-26,565,146,152,564,149,149,149,,,
2013-07-27,565,147,152,566,,,,,,
2013-07-28,565,147,152,567,,,,,,
2013-07-29,565,147,152,569,150,150,150,,,
2013-07-30,565,148,152,571,152,152,152,,,
2013-07-31,565,149,152,572,152,152,152,,,
2013-08-01,565,152,152,,,,,,,
2013-08-02,565,,152,,,,,,,
2013-08-03,565,,152,,,,,,,
2013-08-04,565,,152,,,,,,,
2013-08-05,565,,152,,,,,,,
2013-08-06,565,,152,,,,,,,
2013-08-07,565,,152,,,,,,,
2013-08-08,565,,152,,,,,,,
2013-08-09,565,,152,,,,,,,
2013-08-10,565,,152,,,,,,,
2013-08-11,565,,152,,,,,,,
2013-08-12,565,,152,,,,,,,
2013-08-13,565,,152,,,,,,,
2013-08-14,565,,152,,,,,,,
2013-08-15,565,,152,,,,,,,
2013-08-16,565,,152,,,,,,,
2013-08-17,565,,152,,,,,,,
2013-08-18,565,,152,,,,,,,
2013-08-19,565,,152,,,,,,,
2013-08-20,565,,152,,,,,,,
2013-08-21,565,,152,,,,,,,
2013-08-22,565,,152,,,,,,,
2013-08-23,565,,152,,,,,,,
2013-08-24,565,,152,,,,,,,
2013-08-25,565,,152,,,,,,,
2013-08-26,565,,152,,,,,,,
2013-08-27,565,,152,,,,,,,
2013-08-28,565,,152,,,,,,,
2013-08-29,565,,152,,,,,,,
2013-08-30,565,,152,,,,,,,
2013-08-31,565,,152,,,,,,,
2013-09-01,565,,152,,,,,,,
2013-09-02,565,,152,,,,,,,
2013-09-03,565,,152,,,,,,,
2013-09-04,565,,152,,,,,,,
2013-09-05,565,,152,,,,,,,
2013-09-06,565,,152,,,,,,,
2013-09-07,565,,152,,,,,,,
2013-09-08,565,,152,,,,,,,
2013-09-09,565,,152,,,,,,,
2013-09-10,565,,152,,,,,,,
2013-09-11,565,,152,,,,,,,
2013-09-12,565,,152,,,,,,,
2013-09-13,565,,152,,,,,,,
2013-09-14,565,,152,,,,,,,
2013-09-15,565,,152,,,,,,,
2013-09-16,565,,152,,,,,,,
2013-09-17,565,,152,,,,,,,
2013-09-18,565,,152,,,,,,,
2013-09-19,565,,152,,,,,,,
2013-09-20,565,,152,,,,,,,
2013-09-21,565,,152,,,,,,,
2013-09-22,565,,152,,,,,,,
2013-09-23,565,,152,,,,,,,
2013-09-24,565,,152,,,,,,,
2013-09-25,565,,152,,,,,,,
2013-09-26,565,,152,,,,,,,
2013-09-27,565,,152,,,,,,,
2013-09-28,565,,152,,,,,,,
2013-09-29,565,,152,,,,,,,
2013-09-30,565,,152,,,,,,,
,,,,,,,,,,
