Date,Average,Observed Accumulation,Observed Total,Normal Accumulation,ESP max,ESP 10,ESP 30,ESP 50,ESP 70,ESP 90,ESP min,ESP max (wo Obs),ESP 10 (wo Obs),ESP 30 (wo Obs),ESP 50 (wo Obs),ESP 70 (wo Obs),ESP 90 (wo Obs),ESP min (wo Obs)
2017-10-01,565,,68.5,,,,,,,,,,,,,,,
2017-10-02,565,,68.5,,,,,,,,,,,,,,,
2017-10-03,565,,68.5,,,,,,,,,,,,,,,
2017-10-04,565,,68.5,,,,,,,,,,,,,,,
2017-10-05,565,,68.5,,,,,,,,,,,,,,,
2017-10-06,565,,68.5,,,,,,,,,,,,,,,
2017-10-07,565,,68.5,,,,,,,,,,,,,,,
2017-10-08,565,,68.5,,,,,,,,,,,,,,,
2017-10-09,565,,68.5,,,,,,,,,,,,,,,
2017-10-10,565,,68.5,,,,,,,,,,,,,,,
2017-10-11,565,,68.5,,,,,,,,,,,,,,,
2017-10-12,565,,68.5,,,,,,,,,,,,,,,
2017-10-13,565,,68.5,,,,,,,,,,,,,,,
2017-10-14,565,,68.5,,,,,,,,,,,,,,,
2017-10-15,565,,68.5,,,,,,,,,,,,,,,
2017-10-16,565,,68.5,,,,,,,,,,,,,,,
2017-10-17,565,,68.5,,,,,,,,,,,,,,,
2017-10-18,565,,68.5,,,,,,,,,,,,,,,
2017-10-19,565,,68.5,,,,,,,,,,,,,,,
2017-10-20,565,,68.5,,,,,,,,,,,,,,,
2017-10-21,565,,68.5,,,,,,,,,,,,,,,
2017-10-22,565,,68.5,,,,,,,,,,,,,,,
2017-10-23,565,,68.5,,,,,,,,,,,,,,,
2017-10-24,565,,68.5,,,,,,,,,,,,,,,
2017-10-25,565,,68.5,,,,,,,,,,,,,,,
2017-10-26,565,,68.5,,,,,,,,,,,,,,,
2017-10-27,565,,68.5,,,,,,,,,,,,,,,
2017-10-28,565,,68.5,,,,,,,,,,,,,,,
2017-10-29,565,,68.5,,,,,,,,,,,,,,,
2017-10-30,565,,68.5,,,,,,,,,,,,,,,
2017-10-31,565,,68.5,,,,,,,,,,,,,,,
2017-11-01,565,,68.5,,,,,,,,,,,,,,,
2017-11-02,565,,68.5,,,,,,,,,,,,,,,
2017-11-03,565,,68.5,,,,,,,,,,,,,,,
2017-11-04,565,,68.5,,,,,,,,,,,,,,,
2017-11-05,565,,68.5,,,,,,,,,,,,,,,
2017-11-06,565,,68.5,,,,,,,,,,,,,,,
2017-11-07,565,,68.5,,,,,,,,,,,,,,,
2017-11-08,565,,68.5,,,,,,,,,,,,,,,
2017-11-09,565,,68.5,,,,,,,,,,,,,,,
2017-11-10,565,,68.5,,,,,,,,,,,,,,,
2017-11-11,565,,68.5,,,,,,,,,,,,,,,
2017-11-12,565,,68.5,,,,,,,,,,,,,,,
2017-11-13,565,,68.5,,,,,,,,,,,,,,,
2017-11-14,565,,68.5,,,,,,,,,,,,,,,
2017-11-15,565,,68.5,,,,,,,,,,,,,,,
2017-11-16,565,,68.5,,,,,,,,,,,,,,,
2017-11-17,565,,68.5,,,,,,,,,,,,,,,
2017-11-18,565,,68.5,,,,,,,,,,,,,,,
2017-11-19,565,,68.5,,,,,,,,,,,,,,,
2017-11-20,565,,68.5,,,,,,,,,,,,,,,
2017-11-21,565,,68.5,,,,,,,,,,,,,,,
2017-11-22,565,,68.5,,,,,,,,,,,,,,,
2017-11-23,565,,68.5,,,,,,,,,,,,,,,
2017-11-24,565,,68.5,,,,,,,,,,,,,,,
2017-11-25,565,,68.5,,,,,,,,,,,,,,,
2017-11-26,565,,68.5,,,,,,,,,,,,,,,
2017-11-27,565,,68.5,,,,,,,,,,,,,,,
2017-11-28,565,,68.5,,,,,,,,,,,,,,,
2017-11-29,565,,68.5,,,,,,,,,,,,,,,
2017-11-30,565,,68.5,,,,,,,,,,,,,,,
2017-12-01,565,,68.5,,,,,,,,,,,,,,,
2017-12-02,565,,68.5,,,,,,,,,,,,,,,
2017-12-03,565,,68.5,,,,,,,,,,,,,,,
2017-12-04,565,,68.5,,,,,,,,,,,,,,,
2017-12-05,565,,68.5,,,,,,,,,,,,,,,
2017-12-06,565,,68.5,,,,,,,,,,,,,,,
2017-12-07,565,,68.5,,,,,,,,,,,,,,,
2017-12-08,565,,68.5,,,,,,,,,,,,,,,
2017-12-09,565,,68.5,,,,,,,,,,,,,,,
2017-12-10,565,,68.5,,,,,,,,,,,,,,,
2017-12-11,565,,68.5,,,,,,,,,,,,,,,
2017-12-12,565,,68.5,,,,,,,,,,,,,,,
2017-12-13,565,,68.5,,,,,,,,,,,,,,,
2017-12-14,565,,68.5,,,,,,,,,,,,,,,
2017-12-15,565,,68.5,,,,,,,,,,,,,,,
2017-12-16,565,,68.5,,677,518,305,232,195,153,63.4,,,,,,,
2017-12-17,565,,68.5,,673,508,305,232,195,153,62,,,,,,,
2017-12-18,565,,68.5,,666,507,304,230,195,148,61.9,,,,,,,
2017-12-19,565,,68.5,,645,501,294,223,194,144,61.9,,,,,,,
2017-12-20,565,,68.5,,645,481,282,222,191,142,61.6,,,,,,,
2017-12-21,565,,68.5,,651,473,283,222,194,142,62.3,,,,,,,
2017-12-22,565,,68.5,,662,481,289,224,198,140,63.7,,,,,,,
2017-12-23,565,,68.5,,667,462,291,225,186,139,63.7,,,,,,,
2017-12-24,565,,68.5,,659,435,289,222,182,135,63.8,,,,,,,
2017-12-25,565,,68.5,,664,438,292,225,177,129,64.6,,,,,,,
2017-12-26,565,,68.5,,666,433,287,222,176,123,64,,,,,,,
2017-12-27,565,,68.5,,665,426,288,222,177,121,64.3,,,,,,,
2017-12-28,565,,68.5,,643,405,277,220,175,119,63.8,,,,,,,
2017-12-29,565,,68.5,,589,404,278,220,175,120,64.3,,,,,,,
2017-12-30,565,,68.5,,573,385,275,217,174,120,61.2,,,,,,,
2017-12-31,565,,68.5,,578,386,274,217,174,119,61.1,,,,,,,
2018-01-01,565,,68.5,,563,381,270,216,173,118,60.6,,,,,,,
2018-01-02,565,,68.5,,567,381,263,215,172,118,60.8,,,,,,,
2018-01-03,565,,68.5,,558,379,260,214,166,118,60.6,,,,,,,
2018-01-04,565,,68.5,,544,375,250,211,165,117,59.9,,,,,,,
2018-01-05,565,,68.5,,541,373,248,206,165,117,60,,,,,,,
2018-01-06,565,,68.5,,541,373,235,202,164,117,59.1,,,,,,,
2018-01-07,565,,68.5,,523,388,241,206,169,123,63.6,,,,,,,
2018-01-08,565,,68.5,,490,381,236,207,169,123,63.8,,,,,,,
2018-01-09,565,,68.5,,490,369,237,207,173,126,66.3,,,,,,,
2018-01-10,565,,68.5,,498,376,242,204,176,130,68.7,,,,,,,
2018-01-11,565,,68.5,,517,384,250,212,183,136,74.5,,,,,,,
2018-01-12,565,,68.5,,519,379,251,209,183,135,74.3,,,,,,,
2018-01-13,565,,68.5,,516,378,249,205,179,134,74,,,,,,,
2018-01-14,565,,68.5,,515,373,245,203,178,134,74,,,,,,,
2018-01-15,565,,68.5,,515,364,245,202,177,134,73.1,,,,,,,
2018-01-16,565,,68.5,,516,363,239,202,176,133,72.6,,,,,,,
2018-01-17,565,,68.5,,514,357,236,201,176,128,72.2,,,,,,,
2018-01-18,565,,68.5,,503,351,229,199,176,125,72.1,,,,,,,
2018-01-19,565,,68.5,,495,338,226,198,176,124,72.1,,,,,,,
2018-01-20,565,,68.5,,494,324,221,197,175,124,69.5,,,,,,,
2018-01-21,565,,68.5,,516,347,238,207,186,133,74.8,,,,,,,
2018-01-22,565,,68.5,,519,354,242,209,188,127,75.8,,,,,,,
2018-01-23,565,,68.5,,516,350,241,209,179,125,75.2,,,,,,,
2018-01-24,565,,68.5,,517,350,240,205,180,123,75.2,,,,,,,
2018-01-25,565,,68.5,,509,356,247,210,184,125,78.1,,,,,,,
2018-01-26,565,,68.5,,491,355,239,210,183,125,77.7,,,,,,,
2018-01-27,565,,68.5,,489,349,233,207,178,115,77.7,,,,,,,
2018-01-28,565,,68.5,,484,346,227,202,176,110,77.5,,,,,,,
2018-01-29,565,,68.5,,461,340,222,197,172,108,76.3,,,,,,,
