Date,Average,Observed Accumulation,Observed Total,Normal Accumulation,ESP max,ESP 10,ESP 30,ESP 50,ESP 70,ESP 90,ESP min,ESP max (wo Obs),ESP 10 (wo Obs),ESP 30 (wo Obs),ESP 50 (wo Obs),ESP 70 (wo Obs),ESP 90 (wo Obs),ESP min (wo Obs)
2017-10-01,295,,49.7,,,,,,,,,,,,,,,
2017-10-02,295,,49.7,,,,,,,,,,,,,,,
2017-10-03,295,,49.7,,,,,,,,,,,,,,,
2017-10-04,295,,49.7,,,,,,,,,,,,,,,
2017-10-05,295,,49.7,,,,,,,,,,,,,,,
2017-10-06,295,,49.7,,,,,,,,,,,,,,,
2017-10-07,295,,49.7,,,,,,,,,,,,,,,
2017-10-08,295,,49.7,,,,,,,,,,,,,,,
2017-10-09,295,,49.7,,,,,,,,,,,,,,,
2017-10-10,295,,49.7,,,,,,,,,,,,,,,
2017-10-11,295,,49.7,,,,,,,,,,,,,,,
2017-10-12,295,,49.7,,,,,,,,,,,,,,,
2017-10-13,295,,49.7,,,,,,,,,,,,,,,
2017-10-14,295,,49.7,,,,,,,,,,,,,,,
2017-10-15,295,,49.7,,,,,,,,,,,,,,,
2017-10-16,295,,49.7,,,,,,,,,,,,,,,
2017-10-17,295,,49.7,,,,,,,,,,,,,,,
2017-10-18,295,,49.7,,,,,,,,,,,,,,,
2017-10-19,295,,49.7,,,,,,,,,,,,,,,
2017-10-20,295,,49.7,,,,,,,,,,,,,,,
2017-10-21,295,,49.7,,,,,,,,,,,,,,,
2017-10-22,295,,49.7,,,,,,,,,,,,,,,
2017-10-23,295,,49.7,,,,,,,,,,,,,,,
2017-10-24,295,,49.7,,,,,,,,,,,,,,,
2017-10-25,295,,49.7,,,,,,,,,,,,,,,
2017-10-26,295,,49.7,,,,,,,,,,,,,,,
2017-10-27,295,,49.7,,,,,,,,,,,,,,,
2017-10-28,295,,49.7,,,,,,,,,,,,,,,
2017-10-29,295,,49.7,,,,,,,,,,,,,,,
2017-10-30,295,,49.7,,,,,,,,,,,,,,,
2017-10-31,295,,49.7,,,,,,,,,,,,,,,
2017-11-01,295,,49.7,,,,,,,,,,,,,,,
2017-11-02,295,,49.7,,,,,,,,,,,,,,,
2017-11-03,295,,49.7,,,,,,,,,,,,,,,
2017-11-04,295,,49.7,,,,,,,,,,,,,,,
2017-11-05,295,,49.7,,,,,,,,,,,,,,,
2017-11-06,295,,49.7,,,,,,,,,,,,,,,
2017-11-07,295,,49.7,,,,,,,,,,,,,,,
2017-11-08,295,,49.7,,,,,,,,,,,,,,,
2017-11-09,295,,49.7,,,,,,,,,,,,,,,
2017-11-10,295,,49.7,,,,,,,,,,,,,,,
2017-11-11,295,,49.7,,,,,,,,,,,,,,,
2017-11-12,295,,49.7,,,,,,,,,,,,,,,
2017-11-13,295,,49.7,,,,,,,,,,,,,,,
2017-11-14,295,,49.7,,,,,,,,,,,,,,,
2017-11-15,295,,49.7,,,,,,,,,,,,,,,
2017-11-16,295,,49.7,,,,,,,,,,,,,,,
2017-11-17,295,,49.7,,,,,,,,,,,,,,,
2017-11-18,295,,49.7,,,,,,,,,,,,,,,
2017-11-19,295,,49.7,,,,,,,,,,,,,,,
