Date,Average,Observed Accumulation,Observed Total,Normal Accumulation,ESP max,ESP 10,ESP 30,ESP 50,ESP 70,ESP 90,ESP min,ESP max (wo Obs),ESP 10 (wo Obs),ESP 30 (wo Obs),ESP 50 (wo Obs),ESP 70 (wo Obs),ESP 90 (wo Obs),ESP min (wo Obs)
2017-10-01,2360,,1300,,,,,,,,,,,,,,,
2017-10-02,2360,,1300,,,,,,,,,,,,,,,
2017-10-03,2360,,1300,,,,,,,,,,,,,,,
2017-10-04,2360,,1300,,,,,,,,,,,,,,,
2017-10-05,2360,,1300,,,,,,,,,,,,,,,
2017-10-06,2360,,1300,,,,,,,,,,,,,,,
2017-10-07,2360,,1300,,,,,,,,,,,,,,,
2017-10-08,2360,,1300,,,,,,,,,,,,,,,
2017-10-09,2360,,1300,,,,,,,,,,,,,,,
2017-10-10,2360,,1300,,,,,,,,,,,,,,,
2017-10-11,2360,,1300,,,,,,,,,,,,,,,
2017-10-12,2360,,1300,,,,,,,,,,,,,,,
2017-10-13,2360,,1300,,,,,,,,,,,,,,,
2017-10-14,2360,,1300,,,,,,,,,,,,,,,
2017-10-15,2360,,1300,,,,,,,,,,,,,,,
2017-10-16,2360,,1300,,,,,,,,,,,,,,,
2017-10-17,2360,,1300,,,,,,,,,,,,,,,
2017-10-18,2360,,1300,,,,,,,,,,,,,,,
2017-10-19,2360,,1300,,,,,,,,,,,,,,,
2017-10-20,2360,,1300,,,,,,,,,,,,,,,
2017-10-21,2360,,1300,,,,,,,,,,,,,,,
2017-10-22,2360,,1300,,,,,,,,,,,,,,,
2017-10-23,2360,,1300,,,,,,,,,,,,,,,
2017-10-24,2360,,1300,,,,,,,,,,,,,,,
2017-10-25,2360,,1300,,,,,,,,,,,,,,,
2017-10-26,2360,,1300,,,,,,,,,,,,,,,
2017-10-27,2360,,1300,,,,,,,,,,,,,,,
2017-10-28,2360,,1300,,,,,,,,,,,,,,,
2017-10-29,2360,,1300,,,,,,,,,,,,,,,
2017-10-30,2360,,1300,,,,,,,,,,,,,,,
2017-10-31,2360,,1300,,,,,,,,,,,,,,,
2017-11-01,2360,,1300,,,,,,,,,,,,,,,
2017-11-02,2360,,1300,,,,,,,,,,,,,,,
2017-11-03,2360,,1300,,,,,,,,,,,,,,,
2017-11-04,2360,,1300,,,,,,,,,,,,,,,
2017-11-05,2360,,1300,,,,,,,,,,,,,,,
2017-11-06,2360,,1300,,,,,,,,,,,,,,,
2017-11-07,2360,,1300,,,,,,,,,,,,,,,
2017-11-08,2360,,1300,,,,,,,,,,,,,,,
2017-11-09,2360,,1300,,,,,,,,,,,,,,,
2017-11-10,2360,,1300,,,,,,,,,,,,,,,
2017-11-11,2360,,1300,,,,,,,,,,,,,,,
2017-11-12,2360,,1300,,,,,,,,,,,,,,,
2017-11-13,2360,,1300,,,,,,,,,,,,,,,
2017-11-14,2360,,1300,,,,,,,,,,,,,,,
2017-11-15,2360,,1300,,,,,,,,,,,,,,,
2017-11-16,2360,,1300,,,,,,,,,,,,,,,
2017-11-17,2360,,1300,,,,,,,,,,,,,,,
2017-11-18,2360,,1300,,,,,,,,,,,,,,,
2017-11-19,2360,,1300,,,,,,,,,,,,,,,
2017-11-20,2360,,1300,,,,,,,,,,,,,,,
2017-11-21,2360,,1300,,,,,,,,,,,,,,,
2017-11-22,2360,,1300,,,,,,,,,,,,,,,
2017-11-23,2360,,1300,,,,,,,,,,,,,,,
